example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed
11305,"{""choices"": ""[\""25 punches\"", \""22 punches\"", \""18 punches\"", \""23 punches\"", \""19 punches\"", \""20 punches\"", \""21 punches\""]"", ""correct_choice"": ""G"", ""question"": ""In the second match, how many punches did the man in red pants throw at his lying opponent?"", ""video_id"": ""rOdCnfDo1Mw""}",rOdCnfDo1Mw,"In the second match, how many punches did the man in red pants throw at his lying opponent?","[""25 punches"", ""22 punches"", ""18 punches"", ""23 punches"", ""19 punches"", ""20 punches"", ""21 punches""]",Sports & Exercise / Event Perception,G,D,D,0.0,0.0,tie,prob_margin,0.15,lt,0.022812694311141968,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,11305,case2_low_confidence_agree,18,2365,0.1950032982,30,12128,2026
6289,"{""choices"": ""[\""Master dim sum chef\"", \""Senior pastry chef\"", \""Professional noodle maker\"", \""Expert sushi chef\"", \""Experienced confectioner\"", \""Veteran dessert chef\"", \""Renowned baker\""]"", ""correct_choice"": ""B"", ""question"": ""What is the identity of Hong Qian who is wearing Ningbo Tangyuan clothes in the video?"", ""video_id"": ""BV1qx411C75N""}",BV1qx411C75N,What is the identity of Hong Qian who is wearing Ningbo Tangyuan clothes in the video?,"[""Master dim sum chef"", ""Senior pastry chef"", ""Professional noodle maker"", ""Expert sushi chef"", ""Experienced confectioner"", ""Veteran dessert chef"", ""Renowned baker""]",Art & Culture / Entity Cognition,B,B,B,1.0,1.0,tie,prob_margin,0.15,lt,0.04720810055732727,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,6289,case2_low_confidence_agree,19,2365,0.1950032982,30,12128,2026
6219,"{""choices"": ""[\""Because the cow cat thinks its bowl is too small\"", \""Because the cow cat wants to taste the tabby cat's food\"", \""Because the cow cat sees the tabby cat is distracted\"", \""Because the cow cat heard the tabby cat's food crunches\"", \""Because the cow cat has run out of food\"", \""Because the cow cat is jealous of the tabby cat\"", \""Because the cow cat likes the location of the tabby cat's bowl\"", \""Because the cow cat wants to assert dominance over the tabby cat\""]"", ""correct_choice"": ""E"", ""question"": ""Why does the cow cat in the video eat the tabby cat's food?"", ""video_id"": ""BV1qM411w7K9""}",BV1qM411w7K9,Why does the cow cat in the video eat the tabby cat's food?,"[""Because the cow cat thinks its bowl is too small"", ""Because the cow cat wants to taste the tabby cat's food"", ""Because the cow cat sees the tabby cat is distracted"", ""Because the cow cat heard the tabby cat's food crunches"", ""Because the cow cat has run out of food"", ""Because the cow cat is jealous of the tabby cat"", ""Because the cow cat likes the location of the tabby cat's bowl"", ""Because the cow cat wants to assert dominance over the tabby cat""]",Animal & Pet / Event Cognition,E,H,H,0.0,0.0,tie,prob_margin,0.15,lt,0.0635678768157959,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,6219,case2_low_confidence_agree,20,2365,0.1950032982,30,12128,2026
9568,"{""choices"": ""[\""The right arm of the protagonist in the video\"", \""The back of the protagonist in the video\"", \""The left arm of the protagonist in the video\"", \""The left foot of the protagonist in the video\"", \""The right leg of the protagonist in the video\"", \""The left leg of the protagonist in the video\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, what part of the body does the masseur massage second?"", ""video_id"": ""YN7SQHNFseU""}",YN7SQHNFseU,"In the video, what part of the body does the masseur massage second?","[""The right arm of the protagonist in the video"", ""The back of the protagonist in the video"", ""The left arm of the protagonist in the video"", ""The left foot of the protagonist in the video"", ""The right leg of the protagonist in the video"", ""The left leg of the protagonist in the video""]",Life Record / Event Cognition,E,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.09743404388427734,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,9568,case2_low_confidence_agree,21,2365,0.1950032982,30,12128,2026
2900,"{""choices"": ""[\""Five people\"", \""Two people\"", \""Seven people\"", \""Four people\"", \""Eight people\"", \""Three people\"", \""Six people\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, when the protagonist died for the first time, how many people on the opposite side besieged him?"", ""video_id"": ""BV1Hv411875g""}",BV1Hv411875g,"In the video, when the protagonist died for the first time, how many people on the opposite side besieged him?","[""Five people"", ""Two people"", ""Seven people"", ""Four people"", ""Eight people"", ""Three people"", ""Six people""]",Electonic/Social Gaming / Entity Perception,B,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.05339977145195007,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,2900,case2_low_confidence_agree,22,2365,0.1950032982,30,12128,2026
6624,"{""choices"": ""[\""red\"", \""purple\"", \""yellow\"", \""orange\"", \""pink\"", \""black\"", \""green\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, after the protagonist puts the right shoe on the pile, what color is the button behind the blue button?"", ""video_id"": ""BV1th411W795""}",BV1th411W795,"In the video, after the protagonist puts the right shoe on the pile, what color is the button behind the blue button?","[""red"", ""purple"", ""yellow"", ""orange"", ""pink"", ""black"", ""green""]",Special Scenes / Entity Perception,C,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.09251762926578522,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,6624,case2_low_confidence_agree,23,2365,0.1950032982,30,12128,2026
571,"{""choices"": ""[\""Intent to expand storage capacity\"", \""Want to enable offline access\"", \""Want to add multiple people\"", \""Plan to print professional documents\"", \""Need to modify existing permissions\"", \""Require higher security features\"", \""Need advanced editing tools\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, the protagonist explains under what circumstances it is necessary to use the Back Page Professional Edition?"", ""video_id"": ""58CoXgze71Y""}",58CoXgze71Y,"In the video, the protagonist explains under what circumstances it is necessary to use the Back Page Professional Edition?","[""Intent to expand storage capacity"", ""Want to enable offline access"", ""Want to add multiple people"", ""Plan to print professional documents"", ""Need to modify existing permissions"", ""Require higher security features"", ""Need advanced editing tools""]",GUI / Event Perception,C,F,F,0.0,0.0,tie,prob_margin,0.15,lt,0.08032441139221191,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,571,case2_low_confidence_agree,24,2365,0.1950032982,30,12128,2026
7876,"{""choices"": ""[\""Thirty minutes\"", \""Forty-five minutes\"", \""Five minutes\"", \""Twenty minutes\"", \""Fifteen minutes.\"", \""An hour\"", \""Ten minutes\"", \""Twenty-five minutes\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, how late was the protagonist when he arrived at the venue?"", ""video_id"": ""Hc79q1f9EYA""}",Hc79q1f9EYA,"In the video, how late was the protagonist when he arrived at the venue?","[""Thirty minutes"", ""Forty-five minutes"", ""Five minutes"", ""Twenty minutes"", ""Fifteen minutes."", ""An hour"", ""Ten minutes"", ""Twenty-five minutes""]",Life Record / Event Cognition,E,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.046189963817596436,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7876,case2_low_confidence_agree,25,2365,0.1950032982,30,12128,2026
7755,"{""choices"": ""[\""4\"", \""6\"", \""8\"", \""2\"", \""7\"", \""5\"", \""1\"", \""3\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, when the protagonist is introducing how to set up multiple \""ControlNets\"", how many settings did the protagonist demonstrate on the computer?"", ""video_id"": ""GeTMB4hioIg""}",GeTMB4hioIg,"In the video, when the protagonist is introducing how to set up multiple ""ControlNets"", how many settings did the protagonist demonstrate on the computer?","[""4"", ""6"", ""8"", ""2"", ""7"", ""5"", ""1"", ""3""]",Instruction & Knowledge / Event Perception,A,E,E,0.0,0.0,tie,prob_margin,0.15,lt,0.027793481945991516,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7755,case2_low_confidence_agree,26,2365,0.1950032982,30,12128,2026
9624,"{""choices"": ""[\""11\"", \""13\"", \""15\"", \""10\"", \""16\"", \""12\"", \""14\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, there is a group of men in black suits standing in front of a white background with English letters on it. How many English letters are there on this white background?"", ""video_id"": ""YzCULxAmkRU""}",YzCULxAmkRU,"In the video, there is a group of men in black suits standing in front of a white background with English letters on it. How many English letters are there on this white background?","[""11"", ""13"", ""15"", ""10"", ""16"", ""12"", ""14""]",Instruction & Knowledge / Text Perception,B,B,B,1.0,1.0,tie,prob_margin,0.15,lt,0.11176425218582153,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,9624,case2_low_confidence_agree,27,2365,0.1950032982,30,12128,2026
8926,"{""choices"": ""[\""Three\"", \""Seven\"", \""Six\"", \""Five\"", \""Two\"", \""Four\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, when the robot is rotating its arm, how many cutting tools are there in front of the arm?"", ""video_id"": ""SGJ5cZnoodY""}",SGJ5cZnoodY,"In the video, when the robot is rotating its arm, how many cutting tools are there in front of the arm?","[""Three"", ""Seven"", ""Six"", ""Five"", ""Two"", ""Four""]",Instruction & Knowledge / Entity Perception,A,A,A,1.0,1.0,tie,prob_margin,0.15,lt,0.0635034441947937,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,8926,case2_low_confidence_agree,28,2365,0.1950032982,30,12128,2026
1848,"{""choices"": ""[\""5 and 6\"", \""1 and 2\"", \""2 and 5\"", \""3 and 6\"", \""1 and 4\"", \""4 and 6\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, in the afternoon of the game time, which of the following statements about what happened after the protagonist used a ladder to climb onto the roof of a house is correct? 1. The protagonist placed two ladders on two adjacent grids and climbed onto the roof. 2. After reaching the roof, the protagonist first dealt with the male zombie and then the female zombie. 3. The male zombie bit the protagonist twice. 4. The female zombie fell from the building and then used the ladder to return to the roof. 5. After the battle, the protagonist immediately used food to replenish his energy. 6. After the battle, the protagonist immediately used water to recover."", ""video_id"": ""BV18b421E75j""}",BV18b421E75j,"In the video, in the afternoon of the game time, which of the following statements about what happened after the protagonist used a ladder to climb onto the roof of a house is correct? 1. The protagonist placed two ladders on two adjacent grids and climbed onto the roof. 2. After reaching the roof, the protagonist first dealt with the male zombie and then the female zombie. 3. The male zombie bit the protagonist twice. 4. The female zombie fell from the building and then used the ladder to return to the roof. 5. After the battle, the protagonist immediately used food to replenish his energy. 6. After the battle, the protagonist immediately used water to recover.","[""5 and 6"", ""1 and 2"", ""2 and 5"", ""3 and 6"", ""1 and 4"", ""4 and 6""]",Electonic/Social Gaming / Hallucination,D,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.139367938041687,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,1848,case2_low_confidence_agree,29,2365,0.1950032982,30,12128,2026
8831,"{""choices"": ""[\""5 times\"", \""3 times\"", \""2 times\"", \""4 times\"", \""6 times\"", \""1 time\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, how many times did the protagonist press the shutter button when taking pictures of himself riding a motorcycle?"", ""video_id"": ""RR8bljd0vQM""}",RR8bljd0vQM,"In the video, how many times did the protagonist press the shutter button when taking pictures of himself riding a motorcycle?","[""5 times"", ""3 times"", ""2 times"", ""4 times"", ""6 times"", ""1 time""]",Embodied Expert / Event Perception,C,D,C,0.0,1.0,route_224,prob_margin,0.15,lt,0.040957510471343994,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has higher top1_prob and prob_margin, with lower entropy than Y.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1_prob and prob_margin, with lower entropy than Y.""}",8831,case3_low_confidence_disagree,0,2192,0.1807387863,30,12128,2026
11289,"{""choices"": ""[\""Because it was startled by a sudden clap of thunder\"", \""Because it was cold from hiding in the refrigerator\"", \""Because it was afraid of being eaten by Tom the cat\"", \""Because it saw Tom cooking and thought I was next\"", \""Because the bed was shaking from Jerry's snoring\"", \""Because it overheard Tom planning a feast\"", \""Because it was worried about the loud noises outside\"", \""Because it mistook Jerry's bed for a trap set by Tom\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, why is the chicken trembling after hiding in the mouse JERRY's bed?"", ""video_id"": ""rLbY-xZQUyw""}",rLbY-xZQUyw,"In the video, why is the chicken trembling after hiding in the mouse JERRY's bed?","[""Because it was startled by a sudden clap of thunder"", ""Because it was cold from hiding in the refrigerator"", ""Because it was afraid of being eaten by Tom the cat"", ""Because it saw Tom cooking and thought I was next"", ""Because the bed was shaking from Jerry's snoring"", ""Because it overheard Tom planning a feast"", ""Because it was worried about the loud noises outside"", ""Because it mistook Jerry's bed for a trap set by Tom""]",Music & TV show / Event Cognition,C,D,F,0.0,0.0,tie,prob_margin,0.15,lt,0.03145699203014374,True,False,llm,llm_verifier_disagreement,route_224,X,0.56,"X has slightly better margin and lower entropy overall, despite Y's small top1 edge.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly better margin and lower entropy overall, despite Y's small top1 edge.""}",11289,case3_low_confidence_disagree,1,2192,0.1807387863,30,12128,2026
2670,"{""choices"": ""[\""Lotus\"", \""Sunflower\"", \""Moonflower\"", \""Morning Glory\"", \""Daisy\"", \""Golden Bloom\"", \""Sunset\"", \""Chrysanthemum\""]"", ""correct_choice"": ""B"", ""question"": ""When the music stops in the video, what are the Chinese characters that appear on the screen?"", ""video_id"": ""BV1GQ4y197YF""}",BV1GQ4y197YF,"When the music stops in the video, what are the Chinese characters that appear on the screen?","[""Lotus"", ""Sunflower"", ""Moonflower"", ""Morning Glory"", ""Daisy"", ""Golden Bloom"", ""Sunset"", ""Chrysanthemum""]",Electonic/Social Gaming / 2D Spatial Perception,B,C,B,0.0,1.0,route_224,prob_margin,0.15,lt,0.04123541712760925,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,"Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.""}",2670,case3_low_confidence_disagree,2,2192,0.1807387863,30,12128,2026
9515,"{""choices"": ""[\""Background weather is cloudy\"", \""Background weather is foggy\"", \""Background weather is overcast\"", \""Background weather is sunny\"", \""Background weather is stormy\"", \""Background weather is rainy\""]"", ""correct_choice"": ""D"", ""question"": ""What was the background weather like when the man in black walked further forward in the video?"", ""video_id"": ""Y8ePgiD8oiI""}",Y8ePgiD8oiI,What was the background weather like when the man in black walked further forward in the video?,"[""Background weather is cloudy"", ""Background weather is foggy"", ""Background weather is overcast"", ""Background weather is sunny"", ""Background weather is stormy"", ""Background weather is rainy""]",Security & Health / Scene Perception,D,A,D,0.0,1.0,route_224,prob_margin,0.15,lt,0.07416585087776184,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,"Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.""}",9515,case3_low_confidence_disagree,3,2192,0.1807387863,30,12128,2026
11432,"{""choices"": ""[\""kitchen cloth\"", \""dish towel\"", \""oven mitt\"", \""glove\"", \""chef's hat\"", \""apron\"", \""tea towel\""]"", ""correct_choice"": ""F"", ""question"": ""What is hanging on the refrigerator when Zhang Yuan is looking for food in the video?"", ""video_id"": ""tuN7S7jXLIQ""}",tuN7S7jXLIQ,What is hanging on the refrigerator when Zhang Yuan is looking for food in the video?,"[""kitchen cloth"", ""dish towel"", ""oven mitt"", ""glove"", ""chef's hat"", ""apron"", ""tea towel""]",Music & TV show / Entity Perception,F,B,F,0.0,1.0,route_224,prob_margin,0.15,lt,0.03494906425476074,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has higher top1_prob and margin, with slightly lower entropy than Y.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1_prob and margin, with slightly lower entropy than Y.""}",11432,case3_low_confidence_disagree,4,2192,0.1807387863,30,12128,2026
11114,"{""choices"": ""[\""Dark Blue\"", \""Navy\"", \""Gray\"", \""Black\"", \""Silver\"", \""Midnight Blue\"", \""White\"", \""Charcoal\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, when the subtitles say \""JOE ZAMBITO WAS CHARGED WITH MARIJUANA PRODUCTION AND TRAFFICKING\"", what color is the car in the center of the picture?"", ""video_id"": ""pqtfErznKnQ""}",pqtfErznKnQ,"In the video, when the subtitles say ""JOE ZAMBITO WAS CHARGED WITH MARIJUANA PRODUCTION AND TRAFFICKING"", what color is the car in the center of the picture?","[""Dark Blue"", ""Navy"", ""Gray"", ""Black"", ""Silver"", ""Midnight Blue"", ""White"", ""Charcoal""]",Special Scenes / Entity Perception,D,D,A,1.0,0.0,route_112,prob_margin,0.15,lt,0.09980344772338867,True,False,llm,llm_verifier_disagreement,route_112,X,0.57,X has slightly higher top1_prob and lower entropy; Y only has a better margin.,0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.57,""reason"":""X has slightly higher top1_prob and lower entropy; Y only has a better margin.""}",11114,case3_low_confidence_disagree,5,2192,0.1807387863,30,12128,2026
8828,"{""choices"": ""[\""5\"", \""6\"", \""3\"", \""7\"", \""4\"", \""9\""]"", ""correct_choice"": ""E"", ""question"": ""How many poles with flags are there on the right of the square where the protagonist came after taking pictures of the sanitation workers in the video?"", ""video_id"": ""RR8bljd0vQM""}",RR8bljd0vQM,How many poles with flags are there on the right of the square where the protagonist came after taking pictures of the sanitation workers in the video?,"[""5"", ""6"", ""3"", ""7"", ""4"", ""9""]",Embodied Expert / Entity Perception,E,E,B,1.0,0.0,route_112,prob_margin,0.15,lt,0.04023924469947815,True,False,llm,llm_verifier_disagreement,route_112,X,0.79,"X has substantially higher top1_prob and prob_margin, with lower entropy than Y, indicating stronger confidence overall.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.79,""reason"":""X has substantially higher top1_prob and prob_margin, with lower entropy than Y, indicating stronger confidence overall.""}",8828,case3_low_confidence_disagree,6,2192,0.1807387863,30,12128,2026
11843,"{""choices"": ""[\""2 types\"", \""5 types\"", \""8 types\"", \""7 types\"", \""6 types\"", \""4 types\"", \""3 types\""]"", ""correct_choice"": ""B"", ""question"": ""How many types of wood did the protagonist introduce in the video?"", ""video_id"": ""y-VVi-LxaYk""}",y-VVi-LxaYk,How many types of wood did the protagonist introduce in the video?,"[""2 types"", ""5 types"", ""8 types"", ""7 types"", ""6 types"", ""4 types"", ""3 types""]",Art & Culture / Event Perception,B,G,A,0.0,0.0,tie,prob_margin,0.15,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.56,"X has slightly higher top1_prob and clearly higher prob_margin, with only a small entropy disadvantage.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly higher top1_prob and clearly higher prob_margin, with only a small entropy disadvantage.""}",11843,case3_low_confidence_disagree,7,2192,0.1807387863,30,12128,2026
5579,"{""choices"": ""[\""Singapore\"", \""South Korea\"", \""Japan\"", \""Taiwan\"", \""China\"", \""Thailand\"", \""Vietnam\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, when the protagonist was introducing the course, the first song played from the computer version of NetEase Cloud Music was from which country?"", ""video_id"": ""BV1k3411t7SU""}",BV1k3411t7SU,"In the video, when the protagonist was introducing the course, the first song played from the computer version of NetEase Cloud Music was from which country?","[""Singapore"", ""South Korea"", ""Japan"", ""Taiwan"", ""China"", ""Thailand"", ""Vietnam""]",Instruction & Knowledge / Event Perception,C,E,C,0.0,1.0,route_224,prob_margin,0.15,lt,0.03279498219490051,True,False,llm,llm_verifier_disagreement,route_112,Y,0.56,"Y has slightly higher top1_prob and prob_margin, with nearly identical entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.56,""reason"":""Y has slightly higher top1_prob and prob_margin, with nearly identical entropy.""}",5579,case3_low_confidence_disagree,8,2192,0.1807387863,30,12128,2026
9414,"{""choices"": ""[\""Twenty-seven\"", \""Twenty-nine\"", \""Twenty-six\"", \""Twenty-four\"", \""Twenty-five\"", \""Thirty\"", \""Twenty-eight\"", \""Twenty-two\""]"", ""correct_choice"": ""C"", ""question"": ""How many high knee lifts did the blogger do on the yoga mat in the video?"", ""video_id"": ""XZkkJ2Ba4h0""}",XZkkJ2Ba4h0,How many high knee lifts did the blogger do on the yoga mat in the video?,"[""Twenty-seven"", ""Twenty-nine"", ""Twenty-six"", ""Twenty-four"", ""Twenty-five"", ""Thirty"", ""Twenty-eight"", ""Twenty-two""]",Sports & Exercise / Entity Perception,C,F,G,0.0,0.0,tie,prob_margin,0.15,lt,0.06569831073284149,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,X has slightly higher top1_prob and lower entropy; Y only has a better margin.,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and lower entropy; Y only has a better margin.""}",9414,case3_low_confidence_disagree,9,2192,0.1807387863,30,12128,2026
10768,"{""choices"": ""[\""[39:10, 39:20]\"", \""[38:44, 38:54]\"", \""[38:10, 38:20]\"", \""[38:50, 39:00]\"", \""[38:30, 38:40]\"", \""[37:44, 37:54]\""]"", ""correct_choice"": ""B"", ""question"": ""What time is it when the protagonist in the video writes on paper with a pen?"", ""video_id"": ""l74HXUynyik""}",l74HXUynyik,What time is it when the protagonist in the video writes on paper with a pen?,"[""[39:10, 39:20]"", ""[38:44, 38:54]"", ""[38:10, 38:20]"", ""[38:50, 39:00]"", ""[38:30, 38:40]"", ""[37:44, 37:54]""]",Life Record / Time Perception,B,D,B,0.0,1.0,route_224,prob_margin,0.15,lt,0.03588452935218811,True,False,llm,llm_verifier_disagreement,route_112,X,0.61,"X has slightly higher top1_prob and a much larger prob_margin, with only a small entropy disadvantage.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has slightly higher top1_prob and a much larger prob_margin, with only a small entropy disadvantage.""}",10768,case3_low_confidence_disagree,10,2192,0.1807387863,30,12128,2026
