example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed
1679,"{""choices"": ""[\""3->1->4->2\"", \""3->1->2->4\"", \""1->2->3->4\"", \""2->3->1->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The mix is poured into cupcake liners; (2)A cake with a Hershey shape is placed on a white plate; (3)Eggs, flour, and other ingredients are mixed in a bowl; (4)The cake is cut into a piece and served on a white plate."", ""video_id"": ""5_order/order_66""}",5_order/order_66,"Arrange the following events from the video in the correct chronological order: (1)The mix is poured into cupcake liners; (2)A cake with a Hershey shape is placed on a white plate; (3)Eggs, flour, and other ingredients are mixed in a bowl; (4)The cake is cut into a piece and served on a white plate.","[""3->1->4->2"", ""3->1->2->4"", ""1->2->3->4"", ""2->3->1->4""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.46081647276878357,True,True,0.46081647276878357,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1679,case2_low_confidence_agree,28,562,0.2585096596,30,2174,2026
1872,"{""choices"": ""[\""Arrest\"", \""Robbery\"", \""Shooting\"", \""Explosion\""]"", ""correct_choice"": ""A"", ""question"": ""Are there any irregularities in this surveillance video? If there are, what sort are they?"", ""video_id"": ""6_anomaly_reco/surveil_64""}",6_anomaly_reco/surveil_64,"Are there any irregularities in this surveillance video? If there are, what sort are they?","[""Arrest"", ""Robbery"", ""Shooting"", ""Explosion""]",anomaly_reco,A,B,B,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.05638301372528076,True,True,0.05638301372528076,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1872,case2_low_confidence_agree,29,562,0.2585096596,30,2174,2026
63,"{""choices"": ""[\""Green\"", \""Red\"", \""Blue\"", \""Black\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the top worn by the woman among the three people chatting at the end of the clip?"", ""video_id"": ""1_plotQA/en_tv_24""}",1_plotQA/en_tv_24,What color is the top worn by the woman among the three people chatting at the end of the clip?,"[""Green"", ""Red"", ""Blue"", ""Black""]",plotQA,A,A,D,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.054978251457214355,True,False,0.054978251457214355,True,False,llm,llm_verifier_disagreement,route_112,X,0.72,"X has higher top1_prob and much larger margin, with lower entropy than Y.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.72,""reason"":""X has higher top1_prob and much larger margin, with lower entropy than Y.""}",63,case3_low_confidence_disagree,0,338,0.1554737810,30,2174,2026
1767,"{""choices"": ""[\""Robbery\"", \""Burglary\"", \""Explosion\"", \""Shooting\""]"", ""correct_choice"": ""B"", ""question"": ""Are there any irregularities in this surveillance video? If there are, what sort are they?"", ""video_id"": ""6_anomaly_reco/surveil_149""}",6_anomaly_reco/surveil_149,"Are there any irregularities in this surveillance video? If there are, what sort are they?","[""Robbery"", ""Burglary"", ""Explosion"", ""Shooting""]",anomaly_reco,B,B,A,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.21666446328163147,True,False,0.21666446328163147,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly higher top1_prob and prob_margin, and lower entropy is the only weaker signal.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and prob_margin, and lower entropy is the only weaker signal.""}",1767,case3_low_confidence_disagree,1,338,0.1554737810,30,2174,2026
691,"{""choices"": ""[\""She is a middle-aged woman\"", \""She is an elderly woman\"", \""She is a beautiful woman\"", \""She is a young girl\""]"", ""correct_choice"": ""C"", ""question"": ""What is the woman's appearance?"", ""video_id"": ""2_needle/needle_32""}",2_needle/needle_32,What is the woman's appearance?,"[""She is a middle-aged woman"", ""She is an elderly woman"", ""She is a beautiful woman"", ""She is a young girl""]",findNeedle,C,A,C,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.382236123085022,True,False,0.382236123085022,True,False,llm,llm_verifier_disagreement,route_224,X,0.72,X has higher top1_prob and much larger prob_margin; entropy is only slightly better for Y.,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.72,""reason"":""X has higher top1_prob and much larger prob_margin; entropy is only slightly better for Y.""}",691,case3_low_confidence_disagree,2,338,0.1554737810,30,2174,2026
405,"{""choices"": ""[\""Green\"", \""White\"", \""Red\"", \""Black\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the woman's dress in the video?"", ""video_id"": ""1_plotQA/movie101_70""}",1_plotQA/movie101_70,What color is the woman's dress in the video?,"[""Green"", ""White"", ""Red"", ""Black""]",plotQA,D,C,D,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.45110878348350525,True,False,0.45110878348350525,True,False,llm,llm_verifier_disagreement,route_224,X,0.78,"X has higher top1_prob and prob_margin, plus lower entropy, indicating stronger confidence.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.78,""reason"":""X has higher top1_prob and prob_margin, plus lower entropy, indicating stronger confidence.""}",405,case3_low_confidence_disagree,3,338,0.1554737810,30,2174,2026
110,"{""choices"": ""[\""The woman slipped and was caught by the man again\"", \""The woman successfully escaped\"", \""The woman was killed by others while running away\"", \""The woman was caught by the police while running away\""]"", ""correct_choice"": ""A"", ""question"": ""After the woman shot at the man, what happened to the woman?"", ""video_id"": ""1_plotQA/en_tv_4""}",1_plotQA/en_tv_4,"After the woman shot at the man, what happened to the woman?","[""The woman slipped and was caught by the man again"", ""The woman successfully escaped"", ""The woman was killed by others while running away"", ""The woman was caught by the police while running away""]",plotQA,A,D,A,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.05154997110366821,True,False,0.05154997110366821,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,"Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.""}",110,case3_low_confidence_disagree,4,338,0.1554737810,30,2174,2026
1590,"{""choices"": ""[\""stomping grapes --> tossing coin --> zumba --> cleaning toilet\"", \""zumba --> tossing coin --> stomping grapes --> cleaning toilet\"", \""tossing coin --> cleaning toilet --> stomping grapes --> zumba\"", \""cleaning toilet --> stomping grapes --> zumba --> tossing coin\""]"", ""correct_choice"": ""D"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_283""}",5_order/order_283,Please identify the option that corresponds to the order of events as they occur in the video.,"[""stomping grapes --> tossing coin --> zumba --> cleaning toilet"", ""zumba --> tossing coin --> stomping grapes --> cleaning toilet"", ""tossing coin --> cleaning toilet --> stomping grapes --> zumba"", ""cleaning toilet --> stomping grapes --> zumba --> tossing coin""]",order,D,C,D,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.04059615731239319,True,False,0.04059615731239319,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,Y has higher top1_prob and lower entropy; X only has a small margin advantage.,0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and lower entropy; X only has a small margin advantage.""}",1590,case3_low_confidence_disagree,5,338,0.1554737810,30,2174,2026
299,"{""choices"": ""[\""One\"", \""Three\"", \""Four\"", \""Two\""]"", ""correct_choice"": ""B"", ""question"": ""How many colors of smoke grenades are there in the movie?"", ""video_id"": ""1_plotQA/movie101_33""}",1_plotQA/movie101_33,How many colors of smoke grenades are there in the movie?,"[""One"", ""Three"", ""Four"", ""Two""]",plotQA,B,B,C,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.3307204842567444,True,False,0.3307204842567444,True,False,llm,llm_verifier_disagreement,route_224,X,0.78,"X has higher top1_prob and much larger prob_margin, with lower entropy than Y.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.78,""reason"":""X has higher top1_prob and much larger prob_margin, with lower entropy than Y.""}",299,case3_low_confidence_disagree,6,338,0.1554737810,30,2174,2026
1876,"{""choices"": ""[\""Robbery\"", \""Burglary\"", \""Arrest\"", \""Arson\""]"", ""correct_choice"": ""B"", ""question"": ""Are there any irregularities in this surveillance video? If there are, what sort are they?"", ""video_id"": ""6_anomaly_reco/surveil_68""}",6_anomaly_reco/surveil_68,"Are there any irregularities in this surveillance video? If there are, what sort are they?","[""Robbery"", ""Burglary"", ""Arrest"", ""Arson""]",anomaly_reco,B,B,C,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.14773231744766235,True,False,0.14773231744766235,True,False,llm,llm_verifier_disagreement,route_112,X,0.84,"X has substantially higher top1_prob and margin, with lower entropy, indicating stronger support.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.84,""reason"":""X has substantially higher top1_prob and margin, with lower entropy, indicating stronger support.""}",1876,case3_low_confidence_disagree,7,338,0.1554737810,30,2174,2026
1335,"{""choices"": ""[\""6\"", \""3\"", \""2\"", \""5\""]"", ""correct_choice"": ""B"", ""question"": ""In this video, how many times does the scene of the 'paragliding' action appear in total?"", ""video_id"": ""4_count/count_188""}",4_count/count_188,"In this video, how many times does the scene of the 'paragliding' action appear in total?","[""6"", ""3"", ""2"", ""5""]",count,B,B,A,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.08445790410041809,True,False,0.08445790410041809,True,False,llm,llm_verifier_disagreement,route_112,Y,0.62,"Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.62,""reason"":""Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.""}",1335,case3_low_confidence_disagree,8,338,0.1554737810,30,2174,2026
1445,"{""choices"": ""[\""3\"", \""2\"", \""5\"", \""6\""]"", ""correct_choice"": ""C"", ""question"": ""In this video, how many instances are there of the 'playing harp' action scene in total?"", ""video_id"": ""4_count/count_92""}",4_count/count_92,"In this video, how many instances are there of the 'playing harp' action scene in total?","[""3"", ""2"", ""5"", ""6""]",count,C,A,B,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.10503634810447693,True,False,0.10503634810447693,True,False,llm,llm_verifier_disagreement,route_224,Y,0.58,"Y has slightly higher top1_prob and a notably larger prob_margin, suggesting stronger support overall.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.58,""reason"":""Y has slightly higher top1_prob and a notably larger prob_margin, suggesting stronger support overall.""}",1445,case3_low_confidence_disagree,9,338,0.1554737810,30,2174,2026
430,"{""choices"": ""[\""Black\"", \""Red\"", \""White\"", \""Yellow\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the swimsuit worn by the woman diving in the sea?"", ""video_id"": ""1_plotQA/movie101_79""}",1_plotQA/movie101_79,What color is the swimsuit worn by the woman diving in the sea?,"[""Black"", ""Red"", ""White"", ""Yellow""]",plotQA,C,C,A,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.1772141456604004,True,False,0.1772141456604004,True,False,llm,llm_verifier_disagreement,route_224,Y,0.74,Y has higher top1_prob and much larger prob_margin; entropy is similar.,0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has higher top1_prob and much larger prob_margin; entropy is similar.""}",430,case3_low_confidence_disagree,10,338,0.1554737810,30,2174,2026
1480,"{""choices"": ""[\""4->3->2->1\"", \""3->2->1->4\"", \""2->1->3->4\"", \""1->2->3->4\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown."", ""video_id"": ""5_order/order_128""}",5_order/order_128,Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.,"[""4->3->2->1"", ""3->2->1->4"", ""2->1->3->4"", ""1->2->3->4""]",order,D,D,B,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.08034226298332214,True,False,0.08034226298332214,True,False,llm,llm_verifier_disagreement,route_112,X,0.82,"X has much stronger top1 probability and margin, with lower entropy than Y.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.82,""reason"":""X has much stronger top1 probability and margin, with lower entropy than Y.""}",1480,case3_low_confidence_disagree,11,338,0.1554737810,30,2174,2026
708,"{""choices"": ""[\""Sandy beach\"", \""Wild rocky beach\"", \""Man-made beach\"", \""Pebble beach\""]"", ""correct_choice"": ""B"", ""question"": ""What type of beach is shown in the video?"", ""video_id"": ""2_needle/needle_37""}",2_needle/needle_37,What type of beach is shown in the video?,"[""Sandy beach"", ""Wild rocky beach"", ""Man-made beach"", ""Pebble beach""]",findNeedle,B,B,A,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.2978897988796234,True,False,0.2978897988796234,True,False,llm,llm_verifier_disagreement,route_112,Y,0.89,"Y has stronger confidence on all provided signals: higher top1_prob, much larger margin, and lower entropy.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.89,""reason"":""Y has stronger confidence on all provided signals: higher top1_prob, much larger margin, and lower entropy.""}",708,case3_low_confidence_disagree,12,338,0.1554737810,30,2174,2026
380,"{""choices"": ""[\""Camel cart\"", \""Donkey cart\"", \""Horse carriage\"", \""Ox cart\""]"", ""correct_choice"": ""D"", ""question"": ""At the beginning of the video, what kind of vehicle is the man riding?"", ""video_id"": ""1_plotQA/movie101_63""}",1_plotQA/movie101_63,"At the beginning of the video, what kind of vehicle is the man riding?","[""Camel cart"", ""Donkey cart"", ""Horse carriage"", ""Ox cart""]",plotQA,D,C,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.15002569556236267,True,False,0.15002569556236267,True,False,llm,llm_verifier_disagreement,route_224,X,0.61,X has higher top1_prob and much larger prob_margin; entropy is nearly tied.,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has higher top1_prob and much larger prob_margin; entropy is nearly tied.""}",380,case3_low_confidence_disagree,13,338,0.1554737810,30,2174,2026
1901,"{""choices"": ""[\""RoadAccidents\"", \""Shooting\"", \""Arson\"", \""Fighting\""]"", ""correct_choice"": ""A"", ""question"": ""Does this surveillance footage contain any anomalies? If yes, which kind of anomaly?"", ""video_id"": ""6_anomaly_reco/surveil_90""}",6_anomaly_reco/surveil_90,"Does this surveillance footage contain any anomalies? If yes, which kind of anomaly?","[""RoadAccidents"", ""Shooting"", ""Arson"", ""Fighting""]",anomaly_reco,A,D,A,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.28654399514198303,True,False,0.28654399514198303,True,False,llm,llm_verifier_disagreement,route_112,Y,0.72,"Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.72,""reason"":""Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.""}",1901,case3_low_confidence_disagree,14,338,0.1554737810,30,2174,2026
1407,"{""choices"": ""[\""3\"", \""1\"", \""2\"", \""5\""]"", ""correct_choice"": ""A"", ""question"": ""Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action"", ""video_id"": ""4_count/count_54""}",4_count/count_54,"Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action","[""3"", ""1"", ""2"", ""5""]",count,A,C,A,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.0,True,False,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.79,"X has higher top1 probability, much larger margin, and lower entropy, indicating stronger support.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.79,""reason"":""X has higher top1 probability, much larger margin, and lower entropy, indicating stronger support.""}",1407,case3_low_confidence_disagree,15,338,0.1554737810,30,2174,2026
1633,"{""choices"": ""[\""tossing coin --> jetskiing --> zumba --> cooking sausages\"", \""tossing coin --> zumba --> jetskiing --> cooking sausages\"", \""tossing coin --> jetskiing --> cooking sausages --> zumba\"", \""jetskiing --> cooking sausages --> zumba --> tossing coin\""]"", ""correct_choice"": ""A"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_329""}",5_order/order_329,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""tossing coin --> jetskiing --> zumba --> cooking sausages"", ""tossing coin --> zumba --> jetskiing --> cooking sausages"", ""tossing coin --> jetskiing --> cooking sausages --> zumba"", ""jetskiing --> cooking sausages --> zumba --> tossing coin""]",order,A,B,C,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.22072821855545044,True,False,0.22072821855545044,True,False,llm,llm_verifier_disagreement,route_224,X,0.67,"X has higher top1_prob and much larger margin, with lower entropy than Y.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has higher top1_prob and much larger margin, with lower entropy than Y.""}",1633,case3_low_confidence_disagree,16,338,0.1554737810,30,2174,2026
919,"{""choices"": ""[\""On the balcony\"", \""In the living room\"", \""In the bedroom\"", \""Beside the dining table\""]"", ""correct_choice"": ""D"", ""question"": ""Where was the blue chair?"", ""video_id"": ""3_ego/ego_16""}",3_ego/ego_16,Where was the blue chair?,"[""On the balcony"", ""In the living room"", ""In the bedroom"", ""Beside the dining table""]",ego,D,B,D,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.11497199535369873,True,False,0.11497199535369873,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,Y has higher top1_prob and much larger prob_margin; X only slightly better on entropy.,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and much larger prob_margin; X only slightly better on entropy.""}",919,case3_low_confidence_disagree,17,338,0.1554737810,30,2174,2026
1666,"{""choices"": ""[\""4->3->2->1\"", \""1->2->3->4\"", \""3->2->1->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown."", ""video_id"": ""5_order/order_52""}",5_order/order_52,Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.,"[""4->3->2->1"", ""1->2->3->4"", ""3->2->1->4"", ""2->1->3->4""]",order,B,C,D,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.04504692554473877,True,False,0.04504692554473877,True,False,llm,llm_verifier_disagreement,route_224,X,0.56,X has slightly higher top1_prob and lower entropy; Y only has a better margin.,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly higher top1_prob and lower entropy; Y only has a better margin.""}",1666,case3_low_confidence_disagree,18,338,0.1554737810,30,2174,2026
1286,"{""choices"": ""[\""6\"", \""0\"", \""1\"", \""2\""]"", ""correct_choice"": ""D"", ""question"": ""In this video, how many times does the scene of the 'making jewelry' action appear in total?"", ""video_id"": ""4_count/count_139""}",4_count/count_139,"In this video, how many times does the scene of the 'making jewelry' action appear in total?","[""6"", ""0"", ""1"", ""2""]",count,D,D,C,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.10781851410865784,True,False,0.10781851410865784,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,"Y has higher top1_prob and prob_margin, plus lower entropy, indicating stronger confidence.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, plus lower entropy, indicating stronger confidence.""}",1286,case3_low_confidence_disagree,19,338,0.1554737810,30,2174,2026
1046,"{""choices"": ""[\""Book\"", \""Cup\"", \""Pencil\"", \""Spray\""]"", ""correct_choice"": ""D"", ""question"": ""What did I put on the shelf?"", ""video_id"": ""3_ego/ego_41""}",3_ego/ego_41,What did I put on the shelf?,"[""Book"", ""Cup"", ""Pencil"", ""Spray""]",ego,D,A,D,0.0,1.0,route_224,prob_margin,0.5,lt,224,112,0.387859970331192,True,False,0.387859970331192,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,"X has slightly higher top1_prob and margin, and lower entropy, so it is modestly more confident overall.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and margin, and lower entropy, so it is modestly more confident overall.""}",1046,case3_low_confidence_disagree,20,338,0.1554737810,30,2174,2026
1639,"{""choices"": ""[\""jetskiing --> milking cow --> clean and jerk --> baking cookies\"", \""milking cow --> baking cookies --> jetskiing --> clean and jerk\"", \""clean and jerk --> jetskiing --> milking cow --> baking cookies\"", \""milking cow --> clean and jerk --> baking cookies --> jetskiing\""]"", ""correct_choice"": ""D"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_335""}",5_order/order_335,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""jetskiing --> milking cow --> clean and jerk --> baking cookies"", ""milking cow --> baking cookies --> jetskiing --> clean and jerk"", ""clean and jerk --> jetskiing --> milking cow --> baking cookies"", ""milking cow --> clean and jerk --> baking cookies --> jetskiing""]",order,D,D,B,1.0,0.0,route_112,prob_margin,0.5,lt,224,112,0.16844016313552856,True,False,0.16844016313552856,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,"Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.""}",1639,case3_low_confidence_disagree,21,338,0.1554737810,30,2174,2026
