example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
93,"{""choices"": ""[\""On the left side of the second floor, from the perspective of the camera view\"", \""On the right side of the second floor, from the perspective of the camera view\"", \""There was no command\"", \""Right in the middle of the second floor\""]"", ""correct_choice"": ""D"", ""question"": ""Where does the orchestra conductor stand?"", ""video_id"": ""8NHmfpkxTSw""}",8NHmfpkxTSw,Where does the orchestra conductor stand?,"[""On the left side of the second floor, from the perspective of the camera view"", ""On the right side of the second floor, from the perspective of the camera view"", ""There was no command"", ""Right in the middle of the second floor""]",entity recognition,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,93,case2_low_confidence_agree,15,185,0.2503382950,30,739,2026,case2_low_confidence_agree_45,154.70134899999266,155.06462300004387,155.06462300004387,1.2500255801740285,"[156.01800099989305, 153.02142300004107, 155.06462300004387]",,70699.22881399997,394.0723026665485,394.1645619997871,394.1645619997871,0.24591352203535113,"[394.1645619997871, 394.3165629998475, 393.735783000011]",,54893.70526699986,,,,,,
597,"{""choices"": ""[\""They stands and watch\"", \""There is no audience near the stage\"", \""They sit on chairs and watch\"", \""They try to step onto the stage and watch\""]"", ""correct_choice"": ""A"", ""question"": ""How does the audience near the stage at the first floor watch the performance?"", ""video_id"": ""rk24OUu_kJQ""}",rk24OUu_kJQ,How does the audience near the stage at the first floor watch the performance?,"[""They stands and watch"", ""There is no audience near the stage"", ""They sit on chairs and watch"", ""They try to step onto the stage and watch""]",entity recognition,A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.11693555116653442,True,True,0.11693555116653442,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,597,case2_low_confidence_agree,16,185,0.2503382950,30,739,2026,case2_low_confidence_agree_46,151.01051933318863,151.1250169996856,151.1250169996856,0.3493820836872769,"[151.1250169996856, 151.36952700004258, 150.53701399983765]",,76045.32345600001,389.7538316662879,389.86696699976164,389.86696699976164,0.4619334523094877,"[390.25446599953284, 389.1400619995693, 389.86696699976164]",,57931.5875479997,,,,,,
591,"{""choices"": ""[\""After switching sides, Liverpool capitalized on a defensive lapse by Arsenal. A midfielder intercepted the ball and played a through pass into the penalty area, where a forward calmly slotted the ball into the net, putting the Reds ahead. Trailing behind, Arsenal intensified their offensive efforts and successfully equalized. As the match entered its closing stages, Liverpool scored again. After a combination play on the right flank, a player found himself one-on-one with the goalkeeper. From a tight angle, his shot struck the inside of the far post and nestled into the back of the net, sealing the score at 2-1.\"", \""Shortly after the game resumed, Liverpool's midfield launched a swift attack. After a series of exquisite passes, the team's top striker headed the ball into the net inside the penalty area, establishing a valuable 1-0 lead for the team. As the game progressed, Arsenal intensified their offensive efforts, but Liverpool's defensive line remained solid. Towards the end of the match, Liverpool capitalized on another opportunity. A cross from the flank found another forward, who poked the ball into the goal from close range inside the six-yard box, securing a 2-0 victory.\"", \""In the second half, Liverpool displayed a more aggressive attacking stance, particularly showcasing greater organization and creativity in midfield. As the game progressed towards its final stages, Liverpool's offensive pressure gradually intensified, resulting in threats near the penalty area. One particular instance saw a free kick from Liverpool leading to an own goal by an Arsenal player in the penalty area. This goal laid the foundation for Liverpool's victory. Later in the game's dying moments, Liverpool once again scored another goal, resulting in a 2-0 victory.\"", \""In the second half, Arsenal displayed a more proactive and aggressive attacking approach, particularly in the midfield, where they demonstrated stronger organization and creativity, leading to the opening goal. However, as the match neared its final stages, Liverpool's attacking pressure steadily increased, resulting in threats around the penalty area. In one such instance, a Liverpool free kick led to an own goal by an Arsenal player inside the box, ultimately ending the game in a 1-1 draw.\""]"", ""correct_choice"": ""C"", ""question"": ""What happens in the second half of the game?"", ""video_id"": ""rSE2YPcv89U""}",rSE2YPcv89U,What happens in the second half of the game?,"[""After switching sides, Liverpool capitalized on a defensive lapse by Arsenal. A midfielder intercepted the ball and played a through pass into the penalty area, where a forward calmly slotted the ball into the net, putting the Reds ahead. Trailing behind, Arsenal intensified their offensive efforts and successfully equalized. As the match entered its closing stages, Liverpool scored again. After a combination play on the right flank, a player found himself one-on-one with the goalkeeper. From a tight angle, his shot struck the inside of the far post and nestled into the back of the net, sealing the score at 2-1."", ""Shortly after the game resumed, Liverpool's midfield launched a swift attack. After a series of exquisite passes, the team's top striker headed the ball into the net inside the penalty area, establishing a valuable 1-0 lead for the team. As the game progressed, Arsenal intensified their offensive efforts, but Liverpool's defensive line remained solid. Towards the end of the match, Liverpool capitalized on another opportunity. A cross from the flank found another forward, who poked the ball into the goal from close range inside the six-yard box, securing a 2-0 victory."", ""In the second half, Liverpool displayed a more aggressive attacking stance, particularly showcasing greater organization and creativity in midfield. As the game progressed towards its final stages, Liverpool's offensive pressure gradually intensified, resulting in threats near the penalty area. One particular instance saw a free kick from Liverpool leading to an own goal by an Arsenal player in the penalty area. This goal laid the foundation for Liverpool's victory. Later in the game's dying moments, Liverpool once again scored another goal, resulting in a 2-0 victory."", ""In the second half, Arsenal displayed a more proactive and aggressive attacking approach, particularly in the midfield, where they demonstrated stronger organization and creativity, leading to the opening goal. However, as the match neared its final stages, Liverpool's attacking pressure steadily increased, resulting in threats around the penalty area. In one such instance, a Liverpool free kick led to an own goal by an Arsenal player inside the box, ultimately ending the game in a 1-1 draw.""]",summarization,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.13033854961395264,True,True,0.13033854961395264,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,591,case2_low_confidence_agree,17,185,0.2503382950,30,739,2026,case2_low_confidence_agree_47,161.63870266670224,160.16150399991602,160.16150399991602,2.344898138897765,"[159.80607000028613, 160.16150399991602, 164.9485339999046]",,85333.11059699963,409.13899766686274,408.85665499990864,408.85665499990864,1.1773592164532647,"[410.70125100031873, 408.85665499990864, 407.8590870003609]",,65397.57172499958,,,,,,
332,"{""choices"": ""[\""Gross\"", \""Dunk\"", \""Steele\"", \""Webster\""]"", ""correct_choice"": ""A"", ""question"": ""Who is hit by Thiago and therefore, Thiago gets a warn?"", ""video_id"": ""T1yhBv1ytzw""}",T1yhBv1ytzw,"Who is hit by Thiago and therefore, Thiago gets a warn?","[""Gross"", ""Dunk"", ""Steele"", ""Webster""]",entity recognition,A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.15504874289035797,True,True,0.15504874289035797,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,332,case2_low_confidence_agree,18,185,0.2503382950,30,739,2026,case2_low_confidence_agree_48,156.50014300020607,156.64085800017347,156.64085800017347,0.8588672827953563,"[155.38497500028825, 157.47459600015645, 156.64085800017347]",,86094.18554200011,401.20222133343003,399.0912439994645,399.0912439994645,3.7465903470549895,"[406.46642000046995, 399.0912439994645, 398.0490000003556]",,65035.756187000516,,,,,,
328,"{""choices"": ""[\""1 minute\"", \""0 minute\"", \""2 minute\"", \""3 minute\""]"", ""correct_choice"": ""B"", ""question"": ""What is the stoppage time for the first half?"", ""video_id"": ""T1yhBv1ytzw""}",T1yhBv1ytzw,What is the stoppage time for the first half?,"[""1 minute"", ""0 minute"", ""2 minute"", ""3 minute""]",key information retrieval,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08964809775352478,True,True,0.08964809775352478,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,328,case2_low_confidence_agree,19,185,0.2503382950,30,739,2026,case2_low_confidence_agree_49,162.10095299993554,156.65198399983638,156.65198399983638,7.821997131216759,"[156.65198399983638, 156.48835100000724, 173.162523999963]",,86094.18554200011,396.26112700019195,396.2416240001403,396.2416240001403,0.0999282167724429,"[396.3920940004755, 396.1496629999601, 396.2416240001403]",,65035.756187000516,,,,,,
507,"{""choices"": ""[\""She plays with her mobile phone\"", \""She reads a book\"", \""She cooks some food\"", \""She washes her face\""]"", ""correct_choice"": ""D"", ""question"": ""What does the vlogger do after putting things into the washing machine?"", ""video_id"": ""gbDR39yIs3Y""}",gbDR39yIs3Y,What does the vlogger do after putting things into the washing machine?,"[""She plays with her mobile phone"", ""She reads a book"", ""She cooks some food"", ""She washes her face""]",event understanding,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.24281510710716248,True,True,0.24281510710716248,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,507,case2_low_confidence_agree,20,185,0.2503382950,30,739,2026,case2_low_confidence_agree_50,155.97400266672898,156.325551000009,156.325551000009,0.8792914280083897,"[156.325551000009, 156.8312050003442, 154.7652519998337]",,25776.746527999876,433.8357450002756,435.45335100043303,435.45335100043303,3.5659265168161958,"[428.89036599990504, 435.45335100043303, 437.1635180004887]",,19948.42330499978,,,,,,
155,"{""choices"": ""[\""Justin Bieber\"", \""Juan Geck\"", \""Christina Aguilera\"", \""Demi Lovato\""]"", ""correct_choice"": ""A"", ""question"": ""Who is the original singer of the song 'Anyone' that one of the contestants sings in the video?"", ""video_id"": ""EwskdNETNx8""}",EwskdNETNx8,Who is the original singer of the song 'Anyone' that one of the contestants sings in the video?,"[""Justin Bieber"", ""Juan Geck"", ""Christina Aguilera"", ""Demi Lovato""]","key information retrieval, reasoning",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.21848860383033752,True,True,0.21848860383033752,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,155,case2_low_confidence_agree,21,185,0.2503382950,30,739,2026,case2_low_confidence_agree_51,155.76892666679973,155.52798099997744,155.52798099997744,0.5634358798660318,"[156.54716000017288, 155.52798099997744, 155.23163900024883]",,50926.166535,406.1260793338685,405.4120890004924,405.4120890004924,1.348528499907529,"[404.95158600060677, 408.0145630005063, 405.4120890004924]",,38962.51160800057,,,,,,
607,"{""choices"": ""[\""Guitar\"", \""Drum kit\"", \""Bass\"", \""Piano\""]"", ""correct_choice"": ""C"", ""question"": ""What instrument does the first person who wears black outfit play?"", ""video_id"": ""rk24OUu_kJQ""}",rk24OUu_kJQ,What instrument does the first person who wears black outfit play?,"[""Guitar"", ""Drum kit"", ""Bass"", ""Piano""]",entity recognition,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.11603724956512451,True,True,0.11603724956512451,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,607,case2_low_confidence_agree,22,185,0.2503382950,30,739,2026,case2_low_confidence_agree_52,151.26795700007278,151.32538200032286,151.32538200032286,0.2972345107587855,"[150.87862100017446, 151.59986799972103, 151.32538200032286]",,76045.32345600001,390.98594766680134,390.5983600006948,390.5983600006948,0.9144434299048716,"[390.5983600006948, 390.11126500008686, 392.2482179996223]",,57931.5875479997,,,,,,
349,"{""choices"": ""[\""No\"", \""Yes\"", \""Currently in contact with the outside world\"", \""Not sure\""]"", ""correct_choice"": ""B"", ""question"": ""Did the islanders accept help from the outside?"", ""video_id"": ""TZ0j6kr4ZJ0""}",TZ0j6kr4ZJ0,Did the islanders accept help from the outside?,"[""No"", ""Yes"", ""Currently in contact with the outside world"", ""Not sure""]","reasoning, event understanding",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.2930915653705597,True,True,0.2930915653705597,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,349,case2_low_confidence_agree,23,185,0.2503382950,30,739,2026,case2_low_confidence_agree_53,157.9661703333386,158.2380990000729,158.2380990000729,1.108749444103115,"[156.49284699998134, 159.16756499996154, 158.2380990000729]",,37101.371897000034,404.0916473334922,403.7864769998123,403.7864769998123,0.7666204211032124,"[403.7864769998123, 403.34328100016137, 405.1451840005029]",,28300.455123000575,,,,,,
21,"{""choices"": ""[\""Blue\"", \""Pink\"", \""Red\"", \""Write\""]"", ""correct_choice"": ""C"", ""question"": ""After the performance of TV headgear, what color are the lights in the next scene?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,"After the performance of TV headgear, what color are the lights in the next scene?","[""Blue"", ""Pink"", ""Red"", ""Write""]",event understanding,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.09777984023094177,True,True,0.09777984023094177,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,21,case2_low_confidence_agree,24,185,0.2503382950,30,739,2026,case2_low_confidence_agree_54,158.73473466702612,158.0722000003334,158.0722000003334,1.1713008260606255,"[157.75120000034804, 158.0722000003334, 160.3808040003969]",,70920.16195699989,395.63930833295063,395.12597099928826,395.12597099928826,1.2150498594480934,"[394.4758070001626, 395.12597099928826, 397.3161469994011]",,53976.72377900017,,,,,,
434,"{""choices"": ""[\""Left hand\"", \""Right leg\"", \""Right hand\"", \""Left leg\""]"", ""correct_choice"": ""C"", ""question"": ""Mikhail has a broken ___."", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,Mikhail has a broken ___.,"[""Left hand"", ""Right leg"", ""Right hand"", ""Left leg""]",entity recognition,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.1098407655954361,True,True,0.1098407655954361,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,434,case2_low_confidence_agree,25,185,0.2503382950,30,739,2026,case2_low_confidence_agree_55,162.0339309999963,163.0452739999555,163.0452739999555,2.824014015672674,"[163.0452739999555, 158.18229600000677, 164.87422300002663]",,26411.726172999977,424.27984733300644,428.15957899983914,428.15957899983914,5.819209935232132,"[416.0546359998989, 428.15957899983914, 428.62532699928124]",,20076.0451619999,,,,,,
430,"{""choices"": ""[\""They visit different places, including a theater, the national museum, and a restaurant\"", \""They eat at different places, including a restaurant, a local shop, and a gelato shop\"", \""They eat at different places, including a restaurant, a local shop, and a coffee shop\"", \""They visit different places, including a theater, the national museum, and an abandoned amusement park\""]"", ""correct_choice"": ""D"", ""question"": ""After exiting the airport, what does the vlogger team do before seeking directions from an elder?"", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,"After exiting the airport, what does the vlogger team do before seeking directions from an elder?","[""They visit different places, including a theater, the national museum, and a restaurant"", ""They eat at different places, including a restaurant, a local shop, and a gelato shop"", ""They eat at different places, including a restaurant, a local shop, and a coffee shop"", ""They visit different places, including a theater, the national museum, and an abandoned amusement park""]","summarization, event understanding",D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.2624601423740387,True,True,0.2624601423740387,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,430,case2_low_confidence_agree,26,185,0.2503382950,30,739,2026,case2_low_confidence_agree_56,162.61384766666728,162.2789460000149,162.2789460000149,0.7818839531299385,"[161.86866800001098, 162.2789460000149, 163.69392899997592]",,26411.726172999977,428.40893400019314,428.50670400002855,428.50670400002855,1.9986683624472634,"[430.80644300061977, 428.50670400002855, 425.91365499993117]",,20076.0451619999,,,,,,
514,"{""choices"": ""[\""Sea, rocks and mountain\"", \""Sea, beach and mountain\"", \""Sea, beach and trees\"", \""Sea, rocks and trees\""]"", ""correct_choice"": ""A"", ""question"": ""After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___."", ""video_id"": ""hROKtPqktO8""}",hROKtPqktO8,"After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___.","[""Sea, rocks and mountain"", ""Sea, beach and mountain"", ""Sea, beach and trees"", ""Sea, rocks and trees""]","event understanding, entity recognition",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.16766169667243958,True,True,0.16766169667243958,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,514,case2_low_confidence_agree,27,185,0.2503382950,30,739,2026,case2_low_confidence_agree_57,157.16121400002217,157.14996499991685,157.14996499991685,0.5761948976073092,"[156.4612140000463, 157.87246300010338, 157.14996499991685]",,35665.8195120001,412.1823966667459,411.16669199982425,411.16669199982425,2.5510943705054894,"[409.6921860000293, 415.68831200038403, 411.16669199982425]",,26861.8045180001,,,,,,
476,"{""choices"": ""[\""Fork\"", \""Hand and fork\"", \""Hand, fork and knife\"", \""Hand\""]"", ""correct_choice"": ""B"", ""question"": ""How does the vlogger eat the grilled lobster?"", ""video_id"": ""evYm0cELO3I""}",evYm0cELO3I,How does the vlogger eat the grilled lobster?,"[""Fork"", ""Hand and fork"", ""Hand, fork and knife"", ""Hand""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.12554976344108582,True,True,0.12554976344108582,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,476,case2_low_confidence_agree,28,185,0.2503382950,30,739,2026,case2_low_confidence_agree_58,153.91356666668798,154.04648100002305,154.04648100002305,1.1551832663048514,"[155.2572240000245, 154.04648100002305, 152.4369950000164]",,75682.70909900003,391.09730833358,391.47351600058755,391.47351600058755,1.9053150347817536,"[393.21987299990724, 391.47351600058755, 388.5985360002451]",,57948.98849600031,,,,,,
96,"{""choices"": ""[\""4\"", \""3\"", \""1\"", \""8\""]"", ""correct_choice"": ""A"", ""question"": ""How many hosts didn't wear any badges on their chests?"", ""video_id"": ""8QdE--Y-x7U""}",8QdE--Y-x7U,How many hosts didn't wear any badges on their chests?,"[""4"", ""3"", ""1"", ""8""]","reasoning, entity recognition",A,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.10698920488357544,True,True,0.10698920488357544,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,96,case2_low_confidence_agree,29,185,0.2503382950,30,739,2026,case2_low_confidence_agree_59,149.60159633333583,150.21990299999288,150.21990299999288,1.4787930353765173,"[150.21990299999288, 151.02262100000985, 147.5622650000048]",,86931.44089200001,389.72735733326164,389.7008320000168,389.7008320000168,1.7646149308588013,"[391.9017009993695, 387.57953900039865, 389.7008320000168]",,61520.91260999987,,,,,,
512,"{""choices"": ""[\""9 a.m\"", \""10 a.m\"", \""9.30 a.m\"", \""8 a.m\""]"", ""correct_choice"": ""D"", ""question"": ""When does the vlogger go out again?"", ""video_id"": ""gbDR39yIs3Y""}",gbDR39yIs3Y,When does the vlogger go out again?,"[""9 a.m"", ""10 a.m"", ""9.30 a.m"", ""8 a.m""]",key information retrieval,D,C,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.042846620082855225,True,False,0.042846620082855225,True,False,llm,llm_verifier_disagreement,route_112,Y,0.82,"Y has higher top1_prob and much larger prob_margin, with lower entropy.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has higher top1_prob and much larger prob_margin, with lower entropy.""}",512,case3_low_confidence_disagree,0,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_60,156.97111066659394,157.10443799980567,157.10443799980567,0.40797642887343744,"[157.39058999997724, 157.10443799980567, 156.4183039999989]",,25776.746527999876,436.3453143332663,434.1821150001124,434.1821150001124,4.511341980443244,"[442.624868999701, 432.2289589999855, 434.1821150001124]",,19948.42330499978,,,,,,
702,"{""choices"": ""[\""SERGEY SARANCHA\"", \""PAUL AGATE\"", \""ALI ARIF\"", \""ROGER MIDDLETON\""]"", ""correct_choice"": ""D"", ""question"": ""Who was the man who spoke between LORETTA NAPOLEONI and ATEPHEN ASKINS?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,Who was the man who spoke between LORETTA NAPOLEONI and ATEPHEN ASKINS?,"[""SERGEY SARANCHA"", ""PAUL AGATE"", ""ALI ARIF"", ""ROGER MIDDLETON""]","entity recognition, key information retrieval",D,D,C,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.0,True,False,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,X has higher top1_prob and a clear prob_margin advantage; entropy is slightly better too.,0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has higher top1_prob and a clear prob_margin advantage; entropy is slightly better too.""}",702,case3_low_confidence_disagree,1,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_61,153.74723566659063,154.3533059998481,154.3533059998481,0.8851340605946019,"[152.49567399996522, 154.3533059998481, 154.39272699995854]",,47930.74418100013,382.42185333335027,382.6426790001278,382.6426790001278,2.154419280823251,"[379.6797659997537, 384.9431150001692, 382.6426790001278]",,37275.37424699949,,,,,,
647,"{""choices"": ""[\""Transported to the destination in a box via cruise ship\"", \""Transported to the island in a box via helicopter\"", \""Transported to the island from an inflatable rubber boat\"", \""Transported to the destination from the mainland by pickup truck\""]"", ""correct_choice"": ""B"", ""question"": ""How are the photographer's equipment transported to the island?"", ""video_id"": ""uW9mcG0rdLY""}",uW9mcG0rdLY,How are the photographer's equipment transported to the island?,"[""Transported to the destination in a box via cruise ship"", ""Transported to the island in a box via helicopter"", ""Transported to the island from an inflatable rubber boat"", ""Transported to the destination from the mainland by pickup truck""]",reasoning,B,B,A,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.1081346869468689,True,False,0.1081346869468689,True,False,llm,llm_verifier_disagreement,route_112,X,0.98,"X has much higher top1_prob and prob_margin, with lower entropy, indicating stronger support.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.98,""reason"":""X has much higher top1_prob and prob_margin, with lower entropy, indicating stronger support.""}",647,case3_low_confidence_disagree,2,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_62,155.74276300003476,155.50723400019706,155.50723400019706,0.5778233282185875,"[156.53818099963246, 155.50723400019706, 155.18287400027475]",,44962.01815099994,401.74738833350904,402.8287370001635,402.8287370001635,1.746638504650479,"[403.130026999861, 399.28340100050264, 402.8287370001635]",,34360.24040400025,,,,,,
