example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
93,"{""choices"": ""[\""On the left side of the second floor, from the perspective of the camera view\"", \""On the right side of the second floor, from the perspective of the camera view\"", \""There was no command\"", \""Right in the middle of the second floor\""]"", ""correct_choice"": ""D"", ""question"": ""Where does the orchestra conductor stand?"", ""video_id"": ""8NHmfpkxTSw""}",8NHmfpkxTSw,Where does the orchestra conductor stand?,"[""On the left side of the second floor, from the perspective of the camera view"", ""On the right side of the second floor, from the perspective of the camera view"", ""There was no command"", ""Right in the middle of the second floor""]",entity recognition,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,93,case2_low_confidence_agree,15,185,0.2503382950,30,739,2026,case2_low_confidence_agree_45,387.6669526666774,380.879101000005,380.879101000005,15.269470525342907,"[408.81415700005164, 373.30759999997554, 380.879101000005]",,70011.47904300001,822.5043906668361,817.0898039998065,817.0898039998065,24.445965828828808,"[817.0898039998065, 854.7822700002143, 795.6410980004875]",,61913.618004000455,,,,,,
597,"{""choices"": ""[\""They stands and watch\"", \""There is no audience near the stage\"", \""They sit on chairs and watch\"", \""They try to step onto the stage and watch\""]"", ""correct_choice"": ""A"", ""question"": ""How does the audience near the stage at the first floor watch the performance?"", ""video_id"": ""rk24OUu_kJQ""}",rk24OUu_kJQ,How does the audience near the stage at the first floor watch the performance?,"[""They stands and watch"", ""There is no audience near the stage"", ""They sit on chairs and watch"", ""They try to step onto the stage and watch""]",entity recognition,A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.11693555116653442,True,True,0.11693555116653442,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,597,case2_low_confidence_agree,16,185,0.2503382950,30,739,2026,case2_low_confidence_agree_46,493.0768139999297,391.3032949999433,391.3032949999433,146.95954990930946,"[700.8943769997131, 387.0327700001326, 391.3032949999433]",,83046.8165289999,769.5242149996678,772.5056499994025,772.5056499994025,5.812779576990316,"[761.3990500003638, 774.6679449992371, 772.5056499994025]",,63621.27531200076,,,,,,
591,"{""choices"": ""[\""After switching sides, Liverpool capitalized on a defensive lapse by Arsenal. A midfielder intercepted the ball and played a through pass into the penalty area, where a forward calmly slotted the ball into the net, putting the Reds ahead. Trailing behind, Arsenal intensified their offensive efforts and successfully equalized. As the match entered its closing stages, Liverpool scored again. After a combination play on the right flank, a player found himself one-on-one with the goalkeeper. From a tight angle, his shot struck the inside of the far post and nestled into the back of the net, sealing the score at 2-1.\"", \""Shortly after the game resumed, Liverpool's midfield launched a swift attack. After a series of exquisite passes, the team's top striker headed the ball into the net inside the penalty area, establishing a valuable 1-0 lead for the team. As the game progressed, Arsenal intensified their offensive efforts, but Liverpool's defensive line remained solid. Towards the end of the match, Liverpool capitalized on another opportunity. A cross from the flank found another forward, who poked the ball into the goal from close range inside the six-yard box, securing a 2-0 victory.\"", \""In the second half, Liverpool displayed a more aggressive attacking stance, particularly showcasing greater organization and creativity in midfield. As the game progressed towards its final stages, Liverpool's offensive pressure gradually intensified, resulting in threats near the penalty area. One particular instance saw a free kick from Liverpool leading to an own goal by an Arsenal player in the penalty area. This goal laid the foundation for Liverpool's victory. Later in the game's dying moments, Liverpool once again scored another goal, resulting in a 2-0 victory.\"", \""In the second half, Arsenal displayed a more proactive and aggressive attacking approach, particularly in the midfield, where they demonstrated stronger organization and creativity, leading to the opening goal. However, as the match neared its final stages, Liverpool's attacking pressure steadily increased, resulting in threats around the penalty area. In one such instance, a Liverpool free kick led to an own goal by an Arsenal player inside the box, ultimately ending the game in a 1-1 draw.\""]"", ""correct_choice"": ""C"", ""question"": ""What happens in the second half of the game?"", ""video_id"": ""rSE2YPcv89U""}",rSE2YPcv89U,What happens in the second half of the game?,"[""After switching sides, Liverpool capitalized on a defensive lapse by Arsenal. A midfielder intercepted the ball and played a through pass into the penalty area, where a forward calmly slotted the ball into the net, putting the Reds ahead. Trailing behind, Arsenal intensified their offensive efforts and successfully equalized. As the match entered its closing stages, Liverpool scored again. After a combination play on the right flank, a player found himself one-on-one with the goalkeeper. From a tight angle, his shot struck the inside of the far post and nestled into the back of the net, sealing the score at 2-1."", ""Shortly after the game resumed, Liverpool's midfield launched a swift attack. After a series of exquisite passes, the team's top striker headed the ball into the net inside the penalty area, establishing a valuable 1-0 lead for the team. As the game progressed, Arsenal intensified their offensive efforts, but Liverpool's defensive line remained solid. Towards the end of the match, Liverpool capitalized on another opportunity. A cross from the flank found another forward, who poked the ball into the goal from close range inside the six-yard box, securing a 2-0 victory."", ""In the second half, Liverpool displayed a more aggressive attacking stance, particularly showcasing greater organization and creativity in midfield. As the game progressed towards its final stages, Liverpool's offensive pressure gradually intensified, resulting in threats near the penalty area. One particular instance saw a free kick from Liverpool leading to an own goal by an Arsenal player in the penalty area. This goal laid the foundation for Liverpool's victory. Later in the game's dying moments, Liverpool once again scored another goal, resulting in a 2-0 victory."", ""In the second half, Arsenal displayed a more proactive and aggressive attacking approach, particularly in the midfield, where they demonstrated stronger organization and creativity, leading to the opening goal. However, as the match neared its final stages, Liverpool's attacking pressure steadily increased, resulting in threats around the penalty area. In one such instance, a Liverpool free kick led to an own goal by an Arsenal player inside the box, ultimately ending the game in a 1-1 draw.""]",summarization,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.13033854961395264,True,True,0.13033854961395264,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,591,case2_low_confidence_agree,17,185,0.2503382950,30,739,2026,case2_low_confidence_agree_47,339.2075283334937,341.1803540002438,341.1803540002438,36.231987792976035,"[341.1803540002438, 293.8790770003834, 382.56315399985397]",,92044.34027399975,774.4570293331586,769.3790329994954,769.3790329994954,14.461252494626871,"[794.1527230004795, 769.3790329994954, 759.8393319995012]",,68909.20198000004,,,,,,
332,"{""choices"": ""[\""Gross\"", \""Dunk\"", \""Steele\"", \""Webster\""]"", ""correct_choice"": ""A"", ""question"": ""Who is hit by Thiago and therefore, Thiago gets a warn?"", ""video_id"": ""T1yhBv1ytzw""}",T1yhBv1ytzw,"Who is hit by Thiago and therefore, Thiago gets a warn?","[""Gross"", ""Dunk"", ""Steele"", ""Webster""]",entity recognition,A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.15504874289035797,True,True,0.15504874289035797,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,332,case2_low_confidence_agree,18,185,0.2503382950,30,739,2026,case2_low_confidence_agree_48,392.84718499978527,398.65345999987767,398.65345999987767,9.33361255150986,"[400.2100039997458, 379.6780909997324, 398.65345999987767]",,93458.90521399997,748.721292000179,750.844502000291,750.844502000291,22.904440490784612,"[775.6514550001157, 750.844502000291, 719.6679190001305]",,71052.03843400069,,,,,,
328,"{""choices"": ""[\""1 minute\"", \""0 minute\"", \""2 minute\"", \""3 minute\""]"", ""correct_choice"": ""B"", ""question"": ""What is the stoppage time for the first half?"", ""video_id"": ""T1yhBv1ytzw""}",T1yhBv1ytzw,What is the stoppage time for the first half?,"[""1 minute"", ""0 minute"", ""2 minute"", ""3 minute""]",key information retrieval,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08964809775352478,True,True,0.08964809775352478,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,328,case2_low_confidence_agree,19,185,0.2503382950,30,739,2026,case2_low_confidence_agree_49,427.25989066669473,446.341534000112,446.341534000112,41.794117048380436,"[446.341534000112, 369.2728050000369, 466.16533299993534]",,93458.90521399997,794.345718666591,804.8871390001295,804.8871390001295,42.33254187759841,"[738.0385019996538, 804.8871390001295, 840.1115149999896]",,71052.03843400069,,,,,,
507,"{""choices"": ""[\""She plays with her mobile phone\"", \""She reads a book\"", \""She cooks some food\"", \""She washes her face\""]"", ""correct_choice"": ""D"", ""question"": ""What does the vlogger do after putting things into the washing machine?"", ""video_id"": ""gbDR39yIs3Y""}",gbDR39yIs3Y,What does the vlogger do after putting things into the washing machine?,"[""She plays with her mobile phone"", ""She reads a book"", ""She cooks some food"", ""She washes her face""]",event understanding,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.24281510710716248,True,True,0.24281510710716248,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,507,case2_low_confidence_agree,20,185,0.2503382950,30,739,2026,case2_low_confidence_agree_50,340.41758266645655,375.43581899990386,375.43581899990386,50.65990046709802,"[377.03729799977737, 268.7796309996884, 375.43581899990386]",,30749.340376999953,580.0732166665815,621.1200799998551,621.1200799998551,106.9365097096687,"[433.4962570001153, 621.1200799998551, 685.6033129997741]",,24234.451716000876,,,,,,
155,"{""choices"": ""[\""Justin Bieber\"", \""Juan Geck\"", \""Christina Aguilera\"", \""Demi Lovato\""]"", ""correct_choice"": ""A"", ""question"": ""Who is the original singer of the song 'Anyone' that one of the contestants sings in the video?"", ""video_id"": ""EwskdNETNx8""}",EwskdNETNx8,Who is the original singer of the song 'Anyone' that one of the contestants sings in the video?,"[""Justin Bieber"", ""Juan Geck"", ""Christina Aguilera"", ""Demi Lovato""]","key information retrieval, reasoning",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.21848860383033752,True,True,0.21848860383033752,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,155,case2_low_confidence_agree,21,185,0.2503382950,30,739,2026,case2_low_confidence_agree_51,402.59360366659774,412.365373999819,412.365373999819,14.934580032346243,"[412.365373999819, 381.49208100003307, 413.9233559999411]",,57541.581808000046,745.790184000119,744.0234389996476,744.0234389996476,7.06529366796741,"[738.1567190004716, 755.1903940002376, 744.0234389996476]",,43840.13804599999,,,,,,
607,"{""choices"": ""[\""Guitar\"", \""Drum kit\"", \""Bass\"", \""Piano\""]"", ""correct_choice"": ""C"", ""question"": ""What instrument does the first person who wears black outfit play?"", ""video_id"": ""rk24OUu_kJQ""}",rk24OUu_kJQ,What instrument does the first person who wears black outfit play?,"[""Guitar"", ""Drum kit"", ""Bass"", ""Piano""]",entity recognition,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.11603724956512451,True,True,0.11603724956512451,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,607,case2_low_confidence_agree,22,185,0.2503382950,30,739,2026,case2_low_confidence_agree_52,371.42255866668467,383.74043099975097,383.74043099975097,20.81693544307549,"[388.42004100024496, 383.74043099975097, 342.1072040000581]",,83046.8165289999,763.0651383333316,763.9687399996546,763.9687399996546,11.338951671808527,"[776.4785950002988, 763.9687399996546, 748.7480800000412]",,63621.27531200076,,,,,,
349,"{""choices"": ""[\""No\"", \""Yes\"", \""Currently in contact with the outside world\"", \""Not sure\""]"", ""correct_choice"": ""B"", ""question"": ""Did the islanders accept help from the outside?"", ""video_id"": ""TZ0j6kr4ZJ0""}",TZ0j6kr4ZJ0,Did the islanders accept help from the outside?,"[""No"", ""Yes"", ""Currently in contact with the outside world"", ""Not sure""]","reasoning, event understanding",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.2930915653705597,True,True,0.2930915653705597,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,349,case2_low_confidence_agree,23,185,0.2503382950,30,739,2026,case2_low_confidence_agree_53,411.05191633338717,408.0812300001071,408.0812300001071,7.799229115657914,"[403.33817100008673, 421.7363479999676, 408.0812300001071]",,41853.95801200002,461.06214066700585,402.26091600015934,402.26091600015934,189.416076712827,"[264.1344800003935, 716.7910260004646, 402.26091600015934]",,32949.03904600051,,,,,,
21,"{""choices"": ""[\""Blue\"", \""Pink\"", \""Red\"", \""Write\""]"", ""correct_choice"": ""C"", ""question"": ""After the performance of TV headgear, what color are the lights in the next scene?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,"After the performance of TV headgear, what color are the lights in the next scene?","[""Blue"", ""Pink"", ""Red"", ""Write""]",event understanding,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.09777984023094177,True,True,0.09777984023094177,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,21,case2_low_confidence_agree,24,185,0.2503382950,30,739,2026,case2_low_confidence_agree_54,484.8909580000509,487.0189059997756,487.0189059997756,29.495727601196638,"[447.74927900016337, 487.0189059997756, 519.9046890002137]",,78437.4445059998,903.2464323336171,875.0432000006185,875.0432000006185,83.09723006241437,"[875.0432000006185, 818.5494769995785, 1016.1466200006544]",,57872.266558000774,,,,,,
434,"{""choices"": ""[\""Left hand\"", \""Right leg\"", \""Right hand\"", \""Left leg\""]"", ""correct_choice"": ""C"", ""question"": ""Mikhail has a broken ___."", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,Mikhail has a broken ___.,"[""Left hand"", ""Right leg"", ""Right hand"", ""Left leg""]",entity recognition,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.1098407655954361,True,True,0.1098407655954361,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,434,case2_low_confidence_agree,25,185,0.2503382950,30,739,2026,case2_low_confidence_agree_55,374.3214466666889,374.7599840000362,374.7599840000362,3.922399621649595,"[369.31327500002453, 378.8910810000061, 374.7599840000362]",,27005.349770999997,779.6018440000504,777.6609789998474,777.6609789998474,22.764532744757755,"[777.6609789998474, 808.4023089995753, 752.7422440007285]",,22169.06692900011,,,,,,
430,"{""choices"": ""[\""They visit different places, including a theater, the national museum, and a restaurant\"", \""They eat at different places, including a restaurant, a local shop, and a gelato shop\"", \""They eat at different places, including a restaurant, a local shop, and a coffee shop\"", \""They visit different places, including a theater, the national museum, and an abandoned amusement park\""]"", ""correct_choice"": ""D"", ""question"": ""After exiting the airport, what does the vlogger team do before seeking directions from an elder?"", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,"After exiting the airport, what does the vlogger team do before seeking directions from an elder?","[""They visit different places, including a theater, the national museum, and a restaurant"", ""They eat at different places, including a restaurant, a local shop, and a gelato shop"", ""They eat at different places, including a restaurant, a local shop, and a coffee shop"", ""They visit different places, including a theater, the national museum, and an abandoned amusement park""]","summarization, event understanding",D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.2624601423740387,True,True,0.2624601423740387,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,430,case2_low_confidence_agree,26,185,0.2503382950,30,739,2026,case2_low_confidence_agree_56,333.9929860000173,366.5520879999917,366.5520879999917,48.422074874658406,"[265.5408880000323, 366.5520879999917, 369.885982000028]",,27005.349770999997,797.3208933332595,824.7282230004203,824.7282230004203,41.55583046399025,"[824.7282230004203, 828.6389929999132, 738.5954639994452]",,22169.06692900011,,,,,,
514,"{""choices"": ""[\""Sea, rocks and mountain\"", \""Sea, beach and mountain\"", \""Sea, beach and trees\"", \""Sea, rocks and trees\""]"", ""correct_choice"": ""A"", ""question"": ""After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___."", ""video_id"": ""hROKtPqktO8""}",hROKtPqktO8,"After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___.","[""Sea, rocks and mountain"", ""Sea, beach and mountain"", ""Sea, beach and trees"", ""Sea, rocks and trees""]","event understanding, entity recognition",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.16766169667243958,True,True,0.16766169667243958,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,514,case2_low_confidence_agree,27,185,0.2503382950,30,739,2026,case2_low_confidence_agree_57,401.3914363332181,409.0963879998526,409.0963879998526,18.67450216620216,"[375.662469999952, 419.4154509998498, 409.0963879998526]",,40992.72296100003,791.9269949998125,807.1162999995067,807.1162999995067,42.01528262436768,"[834.0806059995884, 807.1162999995067, 734.5840790003422]",,31786.697778000416,,,,,,
476,"{""choices"": ""[\""Fork\"", \""Hand and fork\"", \""Hand, fork and knife\"", \""Hand\""]"", ""correct_choice"": ""B"", ""question"": ""How does the vlogger eat the grilled lobster?"", ""video_id"": ""evYm0cELO3I""}",evYm0cELO3I,How does the vlogger eat the grilled lobster?,"[""Fork"", ""Hand and fork"", ""Hand, fork and knife"", ""Hand""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.12554976344108582,True,True,0.12554976344108582,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,476,case2_low_confidence_agree,28,185,0.2503382950,30,739,2026,case2_low_confidence_agree_58,367.47084633339,367.35053200004586,367.35053200004586,5.865092723083941,"[360.3485170001477, 367.35053200004586, 374.71348999997645]",,84572.4286740001,879.2673356665546,864.8131520003517,864.8131520003517,39.236151040393764,"[864.8131520003517, 932.8896939996412, 840.0991609996709]",,64464.2199660002,,,,,,
96,"{""choices"": ""[\""4\"", \""3\"", \""1\"", \""8\""]"", ""correct_choice"": ""A"", ""question"": ""How many hosts didn't wear any badges on their chests?"", ""video_id"": ""8QdE--Y-x7U""}",8QdE--Y-x7U,How many hosts didn't wear any badges on their chests?,"[""4"", ""3"", ""1"", ""8""]","reasoning, entity recognition",A,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.10698920488357544,True,True,0.10698920488357544,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,96,case2_low_confidence_agree,29,185,0.2503382950,30,739,2026,case2_low_confidence_agree_59,318.29748233334004,372.0992070000193,372.0992070000193,80.07576827616181,"[377.69391899999505, 372.0992070000193, 205.09932100000583]",,87393.98087399999,473.6089833331789,404.22123599910265,404.22123599910265,182.6585248743162,"[292.8145500000028, 404.22123599910265, 723.7911640004313]",,67101.54351999972,,,,,,
512,"{""choices"": ""[\""9 a.m\"", \""10 a.m\"", \""9.30 a.m\"", \""8 a.m\""]"", ""correct_choice"": ""D"", ""question"": ""When does the vlogger go out again?"", ""video_id"": ""gbDR39yIs3Y""}",gbDR39yIs3Y,When does the vlogger go out again?,"[""9 a.m"", ""10 a.m"", ""9.30 a.m"", ""8 a.m""]",key information retrieval,D,C,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.042846620082855225,True,False,0.042846620082855225,True,False,llm,llm_verifier_disagreement,route_112,Y,0.82,"Y has higher top1_prob and much larger prob_margin, with lower entropy.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has higher top1_prob and much larger prob_margin, with lower entropy.""}",512,case3_low_confidence_disagree,0,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_60,319.67003600008564,321.4032989999396,321.4032989999396,5.158664549754593,"[312.6662570002736, 321.4032989999396, 324.9405520000437]",,30749.340376999953,520.8179596662982,494.9876979999317,494.9876979999317,95.6732516355149,"[648.7533269992127, 418.7128539997502, 494.9876979999317]",,24234.451716000876,,,,,,
702,"{""choices"": ""[\""SERGEY SARANCHA\"", \""PAUL AGATE\"", \""ALI ARIF\"", \""ROGER MIDDLETON\""]"", ""correct_choice"": ""D"", ""question"": ""Who was the man who spoke between LORETTA NAPOLEONI and ATEPHEN ASKINS?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,Who was the man who spoke between LORETTA NAPOLEONI and ATEPHEN ASKINS?,"[""SERGEY SARANCHA"", ""PAUL AGATE"", ""ALI ARIF"", ""ROGER MIDDLETON""]","entity recognition, key information retrieval",D,D,C,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.0,True,False,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,X has higher top1_prob and a clear prob_margin advantage; entropy is slightly better too.,0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has higher top1_prob and a clear prob_margin advantage; entropy is slightly better too.""}",702,case3_low_confidence_disagree,1,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_61,387.10677100001095,378.3539800001563,378.3539800001563,16.287343685964814,"[373.03166699985013, 409.9346660000265, 378.3539800001563]",,55939.69211899958,787.9167673330206,798.8416949992825,798.8416949992825,35.797552251466726,"[798.8416949992825, 739.6444730002258, 825.2641339995535]",,39851.84038300031,,,,,,
647,"{""choices"": ""[\""Transported to the destination in a box via cruise ship\"", \""Transported to the island in a box via helicopter\"", \""Transported to the island from an inflatable rubber boat\"", \""Transported to the destination from the mainland by pickup truck\""]"", ""correct_choice"": ""B"", ""question"": ""How are the photographer's equipment transported to the island?"", ""video_id"": ""uW9mcG0rdLY""}",uW9mcG0rdLY,How are the photographer's equipment transported to the island?,"[""Transported to the destination in a box via cruise ship"", ""Transported to the island in a box via helicopter"", ""Transported to the island from an inflatable rubber boat"", ""Transported to the destination from the mainland by pickup truck""]",reasoning,B,B,A,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.1081346869468689,True,False,0.1081346869468689,True,False,llm,llm_verifier_disagreement,route_112,X,0.98,"X has much higher top1_prob and prob_margin, with lower entropy, indicating stronger support.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.98,""reason"":""X has much higher top1_prob and prob_margin, with lower entropy, indicating stronger support.""}",647,case3_low_confidence_disagree,2,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_62,385.15445933338316,385.93400700028724,385.93400700028724,2.562386420195315,"[381.699891000153, 387.8294799997093, 385.93400700028724]",,51435.522100000075,790.9160780000093,764.9278899998535,764.9278899998535,40.387779053957125,"[764.9278899998535, 847.958096000184, 759.8622479999904]",,38450.68056200034,,,,,,
