example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
1454,"{""choices"": ""[\""3->1->2->4\"", \""1->2->3->4\"", \""2->4->1->3\"", \""2->1->4->3\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The man attempts to walk across the rope but falls and holds onto the rope; (2)A seal sits on a rock near an ocean; (3)The man films from a beach cliff next to a tent; (4)The man walks across the rope all the way to the attached rock."", ""video_id"": ""5_order/order_10""}",5_order/order_10,Arrange the following events from the video in the correct chronological order: (1)The man attempts to walk across the rope but falls and holds onto the rope; (2)A seal sits on a rock near an ocean; (3)The man films from a beach cliff next to a tent; (4)The man walks across the rope all the way to the attached rock.,"[""3->1->2->4"", ""1->2->3->4"", ""2->4->1->3"", ""2->1->4->3""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5923508405685425,True,True,0.5923508405685425,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1455,"{""choices"": ""[\""3->4->1->2\"", \""1->2->3->4\"", \""2->1->4->3\"", \""4->3->2->1\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform."", ""video_id"": ""5_order/order_100""}",5_order/order_100,Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform.,"[""3->4->1->2"", ""1->2->3->4"", ""2->1->4->3"", ""4->3->2->1""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9808370699174702,False,True,0.9808370699174702,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1456,"{""choices"": ""[\""2->1->4->3\"", \""4->3->2->1\"", \""3->4->1->2\"", \""1->2->3->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform."", ""video_id"": ""5_order/order_101""}",5_order/order_101,Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform.,"[""2->1->4->3"", ""4->3->2->1"", ""3->4->1->2"", ""1->2->3->4""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9846315504983068,False,True,0.9846315504983068,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1457,"{""choices"": ""[\""4->3->2->1\"", \""2->1->3->4\"", \""1->2->4->3\"", \""3->4->1->2\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A lady in blue talks about the Extreme Dog Grooming company; (2)A poodle is groomed and dyed with different colors; (3)A dog painted to resemble a zebra is shown; (4)A dog with spots resembling a giraffe is brought to an elementary school for kids to play with."", ""video_id"": ""5_order/order_102""}",5_order/order_102,Arrange the following events from the video in the correct chronological order: (1)A lady in blue talks about the Extreme Dog Grooming company; (2)A poodle is groomed and dyed with different colors; (3)A dog painted to resemble a zebra is shown; (4)A dog with spots resembling a giraffe is brought to an elementary school for kids to play with.,"[""4->3->2->1"", ""2->1->3->4"", ""1->2->4->3"", ""3->4->1->2""]",order,C,B,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.4164891242980957,True,True,0.4164891242980957,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1458,"{""choices"": ""[\""4->3->2->1\"", \""3->4->1->2\"", \""1->2->4->3\"", \""2->1->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A lady in blue talks about the Extreme Dog Grooming company; (2)A poodle is groomed and dyed with different colors; (3)A dog painted to resemble a zebra is shown; (4)A dog with spots resembling a giraffe is brought to an elementary school for kids to play with."", ""video_id"": ""5_order/order_103""}",5_order/order_103,Arrange the following events from the video in the correct chronological order: (1)A lady in blue talks about the Extreme Dog Grooming company; (2)A poodle is groomed and dyed with different colors; (3)A dog painted to resemble a zebra is shown; (4)A dog with spots resembling a giraffe is brought to an elementary school for kids to play with.,"[""4->3->2->1"", ""3->4->1->2"", ""1->2->4->3"", ""2->1->3->4""]",order,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.31787997484207153,True,True,0.31787997484207153,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1459,"{""choices"": ""[\""1->4->3->2\"", \""1->2->3->4\"", \""4->1->2->3\"", \""4->3->2->1\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room."", ""video_id"": ""5_order/order_105""}",5_order/order_105,Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room.,"[""1->4->3->2"", ""1->2->3->4"", ""4->1->2->3"", ""4->3->2->1""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.04247051477432251,True,True,0.04247051477432251,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1460,"{""choices"": ""[\""4->1->2->3\"", \""1->2->3->4\"", \""4->3->2->1\"", \""1->4->3->2\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room."", ""video_id"": ""5_order/order_106""}",5_order/order_106,Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room.,"[""4->1->2->3"", ""1->2->3->4"", ""4->3->2->1"", ""1->4->3->2""]",order,D,A,D,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.4653623551130295,True,False,0.4653623551130295,True,False,llm,llm_verifier_disagreement,route_224,X,0.79,"X has much stronger top1_prob and margin, with lower entropy than Y.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.79,""reason"":""X has much stronger top1_prob and margin, with lower entropy than Y.""}"
1461,"{""choices"": ""[\""4->3->2->1\"", \""1->4->3->2\"", \""4->1->2->3\"", \""1->2->3->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room."", ""video_id"": ""5_order/order_107""}",5_order/order_107,Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room.,"[""4->3->2->1"", ""1->4->3->2"", ""4->1->2->3"", ""1->2->3->4""]",order,B,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.1455698311328888,True,True,0.1455698311328888,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1462,"{""choices"": ""[\""2->4->1->3\"", \""4->2->1->3\"", \""2->1->4->3\"", \""1->2->4->3\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press."", ""video_id"": ""5_order/order_108""}",5_order/order_108,Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press.,"[""2->4->1->3"", ""4->2->1->3"", ""2->1->4->3"", ""1->2->4->3""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8021729215979576,False,True,0.8021729215979576,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1463,"{""choices"": ""[\""2->1->4->3\"", \""1->2->3->4\"", \""3->1->2->4\"", \""2->4->1->3\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The man attempts to walk across the rope but falls and holds onto the rope; (2)A seal sits on a rock near an ocean; (3)The man films from a beach cliff next to a tent; (4)The man walks across the rope all the way to the attached rock."", ""video_id"": ""5_order/order_11""}",5_order/order_11,Arrange the following events from the video in the correct chronological order: (1)The man attempts to walk across the rope but falls and holds onto the rope; (2)A seal sits on a rock near an ocean; (3)The man films from a beach cliff next to a tent; (4)The man walks across the rope all the way to the attached rock.,"[""2->1->4->3"", ""1->2->3->4"", ""3->1->2->4"", ""2->4->1->3""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8186005875468254,False,True,0.8186005875468254,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1464,"{""choices"": ""[\""2->1->4->3\"", \""1->2->4->3\"", \""2->4->1->3\"", \""4->2->1->3\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press."", ""video_id"": ""5_order/order_110""}",5_order/order_110,Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press.,"[""2->1->4->3"", ""1->2->4->3"", ""2->4->1->3"", ""4->2->1->3""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9563602581620216,False,True,0.9563602581620216,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1465,"{""choices"": ""[\""4->3->2->1\"", \""3->2->1->4\"", \""1->2->3->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window."", ""video_id"": ""5_order/order_111""}",5_order/order_111,"Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window.","[""4->3->2->1"", ""3->2->1->4"", ""1->2->3->4"", ""2->1->3->4""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8419549465179443,False,True,0.8419549465179443,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1466,"{""choices"": ""[\""3->2->1->4\"", \""2->1->3->4\"", \""1->2->3->4\"", \""4->3->2->1\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window."", ""video_id"": ""5_order/order_112""}",5_order/order_112,"Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window.","[""3->2->1->4"", ""2->1->3->4"", ""1->2->3->4"", ""4->3->2->1""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8762749880552292,False,True,0.8762749880552292,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1467,"{""choices"": ""[\""2->1->3->4\"", \""3->2->1->4\"", \""1->2->3->4\"", \""4->3->2->1\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window."", ""video_id"": ""5_order/order_113""}",5_order/order_113,"Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window.","[""2->1->3->4"", ""3->2->1->4"", ""1->2->3->4"", ""4->3->2->1""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9286289773881435,False,True,0.9286289773881435,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1468,"{""choices"": ""[\""1->4->2->3\"", \""4->1->2->3\"", \""3->2->4->1\"", \""2->3->1->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A lady in black reads names a man hands her and passes out prize buckets to the kids; (2)A group of kids is building a moat filled with water around a sand castle; (3)We see an opening title screen; (4)We see kids across the beach working on their castles in the wet sand."", ""video_id"": ""5_order/order_114""}",5_order/order_114,Arrange the following events from the video in the correct chronological order: (1)A lady in black reads names a man hands her and passes out prize buckets to the kids; (2)A group of kids is building a moat filled with water around a sand castle; (3)We see an opening title screen; (4)We see kids across the beach working on their castles in the wet sand.,"[""1->4->2->3"", ""4->1->2->3"", ""3->2->4->1"", ""2->3->1->4""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7589697986841202,True,True,0.7589697986841202,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1469,"{""choices"": ""[\""3->2->4->1\"", \""4->1->2->3\"", \""2->3->1->4\"", \""1->4->2->3\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A lady in black reads names a man hands her and passes out prize buckets to the kids; (2)A group of kids is building a moat filled with water around a sand castle; (3)We see an opening title screen; (4)We see kids across the beach working on their castles in the wet sand."", ""video_id"": ""5_order/order_115""}",5_order/order_115,Arrange the following events from the video in the correct chronological order: (1)A lady in black reads names a man hands her and passes out prize buckets to the kids; (2)A group of kids is building a moat filled with water around a sand castle; (3)We see an opening title screen; (4)We see kids across the beach working on their castles in the wet sand.,"[""3->2->4->1"", ""4->1->2->3"", ""2->3->1->4"", ""1->4->2->3""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.8660418726503849,False,True,0.8660418726503849,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1470,"{""choices"": ""[\""2->1->3->4\"", \""1->2->3->4\"", \""3->2->1->4\"", \""4->3->2->1\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A white car drives by in the background; (2)A black car drives by in the background; (3)Two people walk by in the background; (4)The ball is kicked into the camera."", ""video_id"": ""5_order/order_117""}",5_order/order_117,Arrange the following events from the video in the correct chronological order: (1)A white car drives by in the background; (2)A black car drives by in the background; (3)Two people walk by in the background; (4)The ball is kicked into the camera.,"[""2->1->3->4"", ""1->2->3->4"", ""3->2->1->4"", ""4->3->2->1""]",order,B,C,B,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.08939880132675171,True,False,0.08939880132675171,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,"Y has stronger confidence signals overall: higher top1_prob and prob_margin, plus lower entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has stronger confidence signals overall: higher top1_prob and prob_margin, plus lower entropy.""}"
1471,"{""choices"": ""[\""4->3->2->1\"", \""3->2->1->4\"", \""1->2->3->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A white car drives by in the background; (2)A black car drives by in the background; (3)Two people walk by in the background; (4)The ball is kicked into the camera."", ""video_id"": ""5_order/order_118""}",5_order/order_118,Arrange the following events from the video in the correct chronological order: (1)A white car drives by in the background; (2)A black car drives by in the background; (3)Two people walk by in the background; (4)The ball is kicked into the camera.,"[""4->3->2->1"", ""3->2->1->4"", ""1->2->3->4"", ""2->1->3->4""]",order,C,B,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.2835913598537445,True,True,0.2835913598537445,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1472,"{""choices"": ""[\""4->3->2->1\"", \""3->4->1->2\"", \""2->1->4->3\"", \""1->2->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them."", ""video_id"": ""5_order/order_12""}",5_order/order_12,Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them.,"[""4->3->2->1"", ""3->4->1->2"", ""2->1->4->3"", ""1->2->3->4""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9872097950428724,False,True,0.9872097950428724,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1473,"{""choices"": ""[\""3->2->1->4\"", \""1->2->3->4\"", \""4->3->2->1\"", \""2->1->3->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs."", ""video_id"": ""5_order/order_120""}",5_order/order_120,Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs.,"[""3->2->1->4"", ""1->2->3->4"", ""4->3->2->1"", ""2->1->3->4""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.16799768805503845,True,True,0.16799768805503845,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1474,"{""choices"": ""[\""2->1->3->4\"", \""1->2->3->4\"", \""3->2->1->4\"", \""4->3->2->1\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs."", ""video_id"": ""5_order/order_121""}",5_order/order_121,Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs.,"[""2->1->3->4"", ""1->2->3->4"", ""3->2->1->4"", ""4->3->2->1""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5931464582681656,True,True,0.5931464582681656,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1475,"{""choices"": ""[\""4->3->2->1\"", \""1->2->3->4\"", \""3->2->1->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs."", ""video_id"": ""5_order/order_122""}",5_order/order_122,Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs.,"[""4->3->2->1"", ""1->2->3->4"", ""3->2->1->4"", ""2->1->3->4""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7352610155940056,True,True,0.7352610155940056,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1476,"{""choices"": ""[\""1->2->3->4\"", \""3->2->4->1\"", \""4->3->2->1\"", \""2->4->3->1\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The woman hangs the washed clothes on a line; (2)The woman fills a metal bucket with water; (3)The woman washes and scrubs clothes by hand; (4)The woman places a small wooden stool near a larger bucket."", ""video_id"": ""5_order/order_124""}",5_order/order_124,Arrange the following events from the video in the correct chronological order: (1)The woman hangs the washed clothes on a line; (2)The woman fills a metal bucket with water; (3)The woman washes and scrubs clothes by hand; (4)The woman places a small wooden stool near a larger bucket.,"[""1->2->3->4"", ""3->2->4->1"", ""4->3->2->1"", ""2->4->3->1""]",order,D,D,B,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.3006116449832916,True,False,0.3006116449832916,True,False,llm,llm_verifier_disagreement,route_112,Y,0.89,"Y has stronger confidence on all provided signals: higher top1_prob, larger margin, and lower entropy.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.89,""reason"":""Y has stronger confidence on all provided signals: higher top1_prob, larger margin, and lower entropy.""}"
