example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
2191,"{""choices"": ""[\""4\"", \""2\"", \""7\"", \""6\"", \""3\"", \""8\"", \""5\""]"", ""correct_choice"": ""G"", ""question"": ""In the video, how many shots were thrown?"", ""video_id"": ""BV1th411W795""}",BV1th411W795,"In the video, how many shots were thrown?","[""4"", ""2"", ""7"", ""6"", ""3"", ""8"", ""5""]",Special Scenes / Event Perception,G,D,G,0.0,1.0,route_224,prob_margin,0.4,lt,0.02857239544391632,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly higher top1/prob margin and lower entropy, so it looks more confident than Y.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1/prob margin and lower entropy, so it looks more confident than Y.""}"
2196,"{""choices"": ""[\""Lauren Cuthbertson rehearsing with others\"", \""Lauren Cuthbertson talking\"", \""Lauren Cuthbertson adjusting her costume\"", \""Lauren Cuthbertson stretching\"", \""Lauren Cuthbertson dancing\"", \""Lauren Cuthbertson practicing poses\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, what happened between [[00:47:34, 00:47:40]]"", ""video_id"": ""BV1th411W795""}",BV1th411W795,"In the video, what happened between [[00:47:34, 00:47:40]]","[""Lauren Cuthbertson rehearsing with others"", ""Lauren Cuthbertson talking"", ""Lauren Cuthbertson adjusting her costume"", ""Lauren Cuthbertson stretching"", ""Lauren Cuthbertson dancing"", ""Lauren Cuthbertson practicing poses""]",Special Scenes / Time Perception,E,E,B,1.0,0.0,route_112,prob_margin,0.4,lt,0.16958826780319214,True,False,llm,llm_verifier_disagreement,route_224,Y,0.72,"Y has clearly stronger confidence signals overall, especially higher top1_prob, prob_margin, and logit_margin.",,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.72,""reason"":""Y has clearly stronger confidence signals overall, especially higher top1_prob, prob_margin, and logit_margin.""}"
2198,"{""choices"": ""[\""62\"", \""16\"", \""36\"", \""28\"", \""26\"", \""29\"", \""21\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, what was the number on the protagonist Abraham's clothes when he won the 100-meter sprint?"", ""video_id"": ""BV1th411W795""}",BV1th411W795,"In the video, what was the number on the protagonist Abraham's clothes when he won the 100-meter sprint?","[""62"", ""16"", ""36"", ""28"", ""26"", ""29"", ""21""]",Special Scenes / Text Perception,E,A,E,0.0,1.0,route_224,prob_margin,0.4,lt,0.05409367382526398,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has stronger confidence signals overall: higher top1_prob, larger margin, and lower entropy than Y.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger confidence signals overall: higher top1_prob, larger margin, and lower entropy than Y.""}"
2225,"{""choices"": ""[\""Rishi Shift and Deliver\"", \""Lishi Move and Carry\"", \""Zishi Transport and Logistics\"", \""Qishi Haul and Drop\"", \""Yishi Courier and Moving\"", \""Jishi Moving and Delivery\""]"", ""correct_choice"": ""F"", ""question"": ""What are the six big words on the right side of the yellow truck when the protagonist arrives at the bus stop in the video?"", ""video_id"": ""BV1uM4y1y7Yb""}",BV1uM4y1y7Yb,What are the six big words on the right side of the yellow truck when the protagonist arrives at the bus stop in the video?,"[""Rishi Shift and Deliver"", ""Lishi Move and Carry"", ""Zishi Transport and Logistics"", ""Qishi Haul and Drop"", ""Yishi Courier and Moving"", ""Jishi Moving and Delivery""]",Instruction & Knowledge / Text Perception,F,F,B,1.0,0.0,route_112,prob_margin,0.4,lt,0.0737302303314209,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,"X has clearly stronger confidence signals across margin and entropy, while Y is near the low-confidence gate.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has clearly stronger confidence signals across margin and entropy, while Y is near the low-confidence gate.""}"
2236,"{""choices"": ""[\""Compact mirror\"", \""Makeup mirror\"", \""Hairbrush\"", \""Purse\"", \""Powder brush\"", \""Lipstick case\""]"", ""correct_choice"": ""B"", ""question"": ""What is the thing in the left hand of the woman behind the man with black-framed glasses in the video?"", ""video_id"": ""BV1uZ42147q5""}",BV1uZ42147q5,What is the thing in the left hand of the woman behind the man with black-framed glasses in the video?,"[""Compact mirror"", ""Makeup mirror"", ""Hairbrush"", ""Purse"", ""Powder brush"", ""Lipstick case""]",Humor/funny / Entity Perception,B,D,B,0.0,1.0,route_224,prob_margin,0.4,lt,0.09690205752849579,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,"Y has stronger confidence signals overall: higher top1_prob and prob_margin, plus lower entropy.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has stronger confidence signals overall: higher top1_prob and prob_margin, plus lower entropy.""}"
2258,"{""choices"": ""[\""Turn on the lights\"", \""Fasten the seatbelt\"", \""Adjust the seat\"", \""Draw the curtains\"", \""Check the mirror\"", \""Open the glove compartment\"", \""Start the engine\""]"", ""correct_choice"": ""D"", ""question"": ""What is the first thing the man does after getting in the car in the video?"", ""video_id"": ""BV1vWebeSEVU""}",BV1vWebeSEVU,What is the first thing the man does after getting in the car in the video?,"[""Turn on the lights"", ""Fasten the seatbelt"", ""Adjust the seat"", ""Draw the curtains"", ""Check the mirror"", ""Open the glove compartment"", ""Start the engine""]",Driving / Event Perception,D,D,E,1.0,0.0,route_112,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has stronger confidence signals overall: higher top1_prob, nonzero margin, and lower entropy than Y, which is tied and low-confidence.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger confidence signals overall: higher top1_prob, nonzero margin, and lower entropy than Y, which is tied and low-confidence.""}"
2283,"{""choices"": ""[\""midnight green\"", \""black\"", \""charcoal\"", \""ash gray\"", \""deep brown\"", \""dark blue\"", \""navy\"", \""slate\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the water bottle on the waist of the man in red clothes when he is climbing down in the video?"", ""video_id"": ""BV1wR4y1N7Dt""}",BV1wR4y1N7Dt,What color is the water bottle on the waist of the man in red clothes when he is climbing down in the video?,"[""midnight green"", ""black"", ""charcoal"", ""ash gray"", ""deep brown"", ""dark blue"", ""navy"", ""slate""]",Special Scenes / Entity Perception,B,B,F,1.0,0.0,route_112,prob_margin,0.4,lt,0.29112860560417175,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has stronger confidence signals overall: higher top1_prob, prob_margin, and logit_margin, with slightly lower entropy.",,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger confidence signals overall: higher top1_prob, prob_margin, and logit_margin, with slightly lower entropy.""}"
2284,"{""choices"": ""[\""Swung on a rope\"", \""Threw gear from the helicopter\"", \""Rappelled down the cliff\"", \""Took a photo from the helicopter\"", \""Parachuted into the canyon\"", \""Climbed onto the helicopter\"", \""Jumped out of the helicopter\""]"", ""correct_choice"": ""G"", ""question"": ""What did the man in red do during the time period [[123, 127]] in the video?"", ""video_id"": ""BV1wR4y1N7Dt""}",BV1wR4y1N7Dt,"What did the man in red do during the time period [[123, 127]] in the video?","[""Swung on a rope"", ""Threw gear from the helicopter"", ""Rappelled down the cliff"", ""Took a photo from the helicopter"", ""Parachuted into the canyon"", ""Climbed onto the helicopter"", ""Jumped out of the helicopter""]",Special Scenes / Time Perception,G,B,G,0.0,1.0,route_224,prob_margin,0.4,lt,0.2062753438949585,True,False,llm,llm_verifier_disagreement,route_224,X,0.67,"X has clearly stronger confidence signals overall (higher top1/prob margin, lower entropy) than Y.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has clearly stronger confidence signals overall (higher top1/prob margin, lower entropy) than Y.""}"
2288,"{""choices"": ""[\""Desert Environment\"", \""Arid Landscape\"", \""Canyon Environment\"", \""Mountain Environment\"", \""Steppe Terrain\"", \""Savannah Environment\"", \""Rocky Plateau\""]"", ""correct_choice"": ""A"", ""question"": ""When the helicopter is flying in the video, what is the environment underneath the helicopter?"", ""video_id"": ""BV1wR4y1N7Dt""}",BV1wR4y1N7Dt,"When the helicopter is flying in the video, what is the environment underneath the helicopter?","[""Desert Environment"", ""Arid Landscape"", ""Canyon Environment"", ""Mountain Environment"", ""Steppe Terrain"", ""Savannah Environment"", ""Rocky Plateau""]",Special Scenes / Scene Perception,A,A,C,1.0,0.0,route_112,prob_margin,0.4,lt,0.04395318031311035,True,False,llm,llm_verifier_disagreement,route_112,X,0.78,"X has clearly stronger confidence across top1_prob, margin, and lower entropy; Y is near-tied and gated low-confidence.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.78,""reason"":""X has clearly stronger confidence across top1_prob, margin, and lower entropy; Y is near-tied and gated low-confidence.""}"
2302,"{""choices"": ""[\""North Beach\"", \""Golden Gate Park\"", \""Chinatown\"", \""Union Square\"", \""Little Italy\"", \""Fisherman’s Wharf\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, after the protagonist said \""Let's start this trip to San Francisco\"", a sign appeared. What were the words on the sign?"", ""video_id"": ""BV1wh4y1h7Hv""}",BV1wh4y1h7Hv,"In the video, after the protagonist said ""Let's start this trip to San Francisco"", a sign appeared. What were the words on the sign?","[""North Beach"", ""Golden Gate Park"", ""Chinatown"", ""Union Square"", ""Little Italy"", ""Fisherman’s Wharf""]",Life Record / Text Perception,C,A,C,0.0,1.0,route_224,prob_margin,0.4,lt,0.13276484608650208,True,False,llm,llm_verifier_disagreement,route_112,X,0.57,"X has slightly better margin/logit and lower entropy overall, despite Y’s higher top1_prob.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.57,""reason"":""X has slightly better margin/logit and lower entropy overall, despite Y’s higher top1_prob.""}"
2308,"{""choices"": ""[\""The reason is for better alignment with the lines on the road.\"", \""The reason is that the wheels need to be adjusted for parallel parking.\"", \""The reason is to ensure the car follows the tracks on the road.\"", \""The reason is to maintain balance due to uneven terrain.\"", \""The reason is that we parked on such a steep slope and were afraid of slipping.\"", \""The reason is that it's a common practice for narrow roads.\"", \""The reason is to make turning easier when driving away uphill.\"", \""The reason is that we parked facing downward and had to stay aligned.\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, when parking in San Francisco, the wheels of the car should be turned outward?"", ""video_id"": ""BV1wh4y1h7Hv""}",BV1wh4y1h7Hv,"In the video, when parking in San Francisco, the wheels of the car should be turned outward?","[""The reason is for better alignment with the lines on the road."", ""The reason is that the wheels need to be adjusted for parallel parking."", ""The reason is to ensure the car follows the tracks on the road."", ""The reason is to maintain balance due to uneven terrain."", ""The reason is that we parked on such a steep slope and were afraid of slipping."", ""The reason is that it's a common practice for narrow roads."", ""The reason is to make turning easier when driving away uphill."", ""The reason is that we parked facing downward and had to stay aligned.""]",Life Record / Event Cognition,E,G,E,0.0,1.0,route_224,prob_margin,0.4,lt,0.05372774600982666,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has stronger confidence signals overall, and parking on a steep slope matches the usual San Francisco wheel-turning rule.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger confidence signals overall, and parking on a steep slope matches the usual San Francisco wheel-turning rule.""}"
2317,"{""choices"": ""[\""97\"", \""75\"", \""83\"", \""71\"", \""37\"", \""27\"", \""67\"", \""73\""]"", ""correct_choice"": ""H"", ""question"": ""How many houses are left vacant after receiving the refugees in the video?"", ""video_id"": ""BV1xi421U7Df""}",BV1xi421U7Df,How many houses are left vacant after receiving the refugees in the video?,"[""97"", ""75"", ""83"", ""71"", ""37"", ""27"", ""67"", ""73""]",Electonic/Social Gaming / Entity Perception,H,D,H,0.0,1.0,route_224,prob_margin,0.4,lt,0.3009997457265854,True,False,llm,llm_verifier_disagreement,route_224,X,0.78,X has much stronger confidence signals: higher top1/prob margin and lower entropy than Y.,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.78,""reason"":""X has much stronger confidence signals: higher top1/prob margin and lower entropy than Y.""}"
2347,"{""choices"": ""[\""Kiss the Rain\"", \""Touch My Body\"", \""Touch the Sky\"", \""Catch the Wave\"", \""Hold My Hand\"", \""Feel My Heart\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, what is the English word below the \""Follow\"" subtitle in the upper left corner?"", ""video_id"": ""BV1yG411C7Xi""}",BV1yG411C7Xi,"In the video, what is the English word below the ""Follow"" subtitle in the upper left corner?","[""Kiss the Rain"", ""Touch My Body"", ""Touch the Sky"", ""Catch the Wave"", ""Hold My Hand"", ""Feel My Heart""]",Instruction & Knowledge / Text Perception,B,C,B,0.0,1.0,route_224,prob_margin,0.4,lt,0.05778926610946655,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,"Y has higher top1 probability, larger margin, and lower entropy, so it looks more likely.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1 probability, larger margin, and lower entropy, so it looks more likely.""}"
2349,"{""choices"": ""[\""In the drawer\"", \""On the chair\"", \""In her hand\"", \""Next to the mirror\"", \""On the shelf\"", \""On the table\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, when the conversation got to the point where the lady in the white top was about to take a photo, where was the cup with the yellow straw?"", ""video_id"": ""BV1yG411C7Xi""}",BV1yG411C7Xi,"In the video, when the conversation got to the point where the lady in the white top was about to take a photo, where was the cup with the yellow straw?","[""In the drawer"", ""On the chair"", ""In her hand"", ""Next to the mirror"", ""On the shelf"", ""On the table""]",Instruction & Knowledge / Entity Cognition,F,E,F,0.0,1.0,route_224,prob_margin,0.4,lt,0.05216699838638306,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has stronger overall confidence signals: higher top1_prob and lower entropy, despite Y’s slightly larger margin.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger overall confidence signals: higher top1_prob and lower entropy, despite Y’s slightly larger margin.""}"
2364,"{""choices"": ""[\""A motorcycle on the right and a truck on the left\"", \""A truck on the right and a bicycle on the left\"", \""A van on the right and a scooter on the left\"", \""A car on the right and a motorcycle on the left\"", \""A car on the right and a bicycle on the left\"", \""A scooter on the right and a bus on the left\"", \""A bicycle on the right and a car on the left\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, when the protagonist stopped to check the overall condition of the vehicle before going on a test drive, what two cars were parked right behind the trunk of the test drive car?"", ""video_id"": ""BV1yu4y1y7GZ""}",BV1yu4y1y7GZ,"In the video, when the protagonist stopped to check the overall condition of the vehicle before going on a test drive, what two cars were parked right behind the trunk of the test drive car?","[""A motorcycle on the right and a truck on the left"", ""A truck on the right and a bicycle on the left"", ""A van on the right and a scooter on the left"", ""A car on the right and a motorcycle on the left"", ""A car on the right and a bicycle on the left"", ""A scooter on the right and a bus on the left"", ""A bicycle on the right and a car on the left""]",Driving / Entity Perception,D,G,D,0.0,1.0,route_224,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly better margin and lower entropy, while Y is tied on top probability and gated low-confidence.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly better margin and lower entropy, while Y is tied on top probability and gated low-confidence.""}"
2379,"{""choices"": ""[\""navy\"", \""charcoal\"", \""gray\"", \""slate\"", \""ebony\"", \""dark blue\"", \""black\""]"", ""correct_choice"": ""G"", ""question"": ""What color is the bicycle next to the yellow pillar under the overpass in the video?"", ""video_id"": ""BV1yz4y1K7Q3""}",BV1yz4y1K7Q3,What color is the bicycle next to the yellow pillar under the overpass in the video?,"[""navy"", ""charcoal"", ""gray"", ""slate"", ""ebony"", ""dark blue"", ""black""]",Embodied Expert / Entity Perception,G,G,F,1.0,0.0,route_112,prob_margin,0.4,lt,0.20082128047943115,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has higher top1 probability, larger margin, and lower entropy; both answers are plausible, but X is better supported.",,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1 probability, larger margin, and lower entropy; both answers are plausible, but X is better supported.""}"
2380,"{""choices"": ""[\""sunny\"", \""foggy\"", \""cloudy\"", \""rainy\"", \""gloomy\"", \""hazy\"", \""overcast\""]"", ""correct_choice"": ""A"", ""question"": ""What was the weather like at the end of the ride in the video?"", ""video_id"": ""BV1yz4y1K7Q3""}",BV1yz4y1K7Q3,What was the weather like at the end of the ride in the video?,"[""sunny"", ""foggy"", ""cloudy"", ""rainy"", ""gloomy"", ""hazy"", ""overcast""]",Embodied Expert / Scene Perception,A,D,A,0.0,1.0,route_224,prob_margin,0.4,lt,0.18066948652267456,True,False,llm,llm_verifier_disagreement,route_112,Y,0.82,"Y has clearly stronger confidence signals: higher top1_prob, much larger prob_margin and logit_margin, and lower entropy.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has clearly stronger confidence signals: higher top1_prob, much larger prob_margin and logit_margin, and lower entropy.""}"
2402,"{""choices"": ""[\""The faucet is briefly opened then closed\"", \""The faucet changes from open to closed\"", \""The faucet turns on briefly but stays mostly off\"", \""The faucet changes from closed to open\"", \""The faucet remains closed during the process\"", \""The faucet stays open the whole time\"", \""The faucet is never touched\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, the protagonist stands at the kitchen sink and puts the bean sprouts into the strainer to start washing. What is the state of the faucet?"", ""video_id"": ""C8Od3dhsjDI""}",C8Od3dhsjDI,"In the video, the protagonist stands at the kitchen sink and puts the bean sprouts into the strainer to start washing. What is the state of the faucet?","[""The faucet is briefly opened then closed"", ""The faucet changes from open to closed"", ""The faucet turns on briefly but stays mostly off"", ""The faucet changes from closed to open"", ""The faucet remains closed during the process"", ""The faucet stays open the whole time"", ""The faucet is never touched""]",Instruction & Knowledge / Entity Perception,D,D,F,1.0,0.0,route_112,prob_margin,0.4,lt,0.1638576090335846,True,False,llm,llm_verifier_disagreement,route_224,Y,0.56,"Y has slightly higher top1/prob margin and lower entropy; both are close, but Y is a bit more confident.",,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.56,""reason"":""Y has slightly higher top1/prob margin and lower entropy; both are close, but Y is a bit more confident.""}"
2425,"{""choices"": ""[\""squirrel\"", \""cat\"", \""rabbit\"", \""pigeon\"", \""dog\"", \""bat\""]"", ""correct_choice"": ""B"", ""question"": ""What is the animal on the eaves after the protagonist picks up the iron cup on the table covered with a yellow tablecloth in the video?"", ""video_id"": ""CicyPlyApZc""}",CicyPlyApZc,What is the animal on the eaves after the protagonist picks up the iron cup on the table covered with a yellow tablecloth in the video?,"[""squirrel"", ""cat"", ""rabbit"", ""pigeon"", ""dog"", ""bat""]",Life Record / Entity Perception,B,B,D,1.0,0.0,route_112,prob_margin,0.4,lt,0.14804218709468842,True,False,llm,llm_verifier_disagreement,route_112,X,0.93,X is much more confident across all metrics; cat is strongly favored over pigeon.,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.93,""reason"":""X is much more confident across all metrics; cat is strongly favored over pigeon.""}"
2428,"{""choices"": ""[\""blue\"", \""red\"", \""yellow\"", \""purple\"", \""green\"", \""black\""]"", ""correct_choice"": ""A"", ""question"": ""When the protagonist picks up the painting on the gravel road in the video, what color is the box containing the painting?"", ""video_id"": ""CicyPlyApZc""}",CicyPlyApZc,"When the protagonist picks up the painting on the gravel road in the video, what color is the box containing the painting?","[""blue"", ""red"", ""yellow"", ""purple"", ""green"", ""black""]",Life Record / Entity Perception,A,D,A,0.0,1.0,route_224,prob_margin,0.4,lt,0.3471866846084595,True,False,llm,llm_verifier_disagreement,route_112,X,0.84,"X has much stronger confidence signals across margin and entropy, so purple is more likely than blue.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.84,""reason"":""X has much stronger confidence signals across margin and entropy, so purple is more likely than blue.""}"
2429,"{""choices"": ""[\""iPad is silver\"", \""iPad is purple\"", \""iPad is gold\"", \""iPad is blue\"", \""iPad is green\"", \""iPad is pink\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, after the iPad Mini is introduced, what color is the iPad that is picked up while standing next to the wooden table?"", ""video_id"": ""CngNITEpLuU""}",CngNITEpLuU,"In the video, after the iPad Mini is introduced, what color is the iPad that is picked up while standing next to the wooden table?","[""iPad is silver"", ""iPad is purple"", ""iPad is gold"", ""iPad is blue"", ""iPad is green"", ""iPad is pink""]",Life Record / Entity Perception,B,B,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.11374571919441223,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,"X has stronger confidence across margin and entropy, and both runs favor it over Y.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has stronger confidence across margin and entropy, and both runs favor it over Y.""}"
2442,"{""choices"": ""[\""Infinity Boom 500 portable Bluetooth speakers\"", \""Infinity Echo 350 wireless Bluetooth headphones\"", \""Infinity Pulse 150 portable Bluetooth speakers\"", \""Infinity Clubz 250 portable Bluetooth speakers\"", \""Infinity Outrider 300 portable Bluetooth speakers\"", \""Infinity Soundwave 200 portable Bluetooth speakers\"", \""Infinity Sphere 100 portable Bluetooth speakers\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, the protagonist talks about what will be given if you enter the discount code when checking out when purchasing a tablet in the official mall from now until March 31?"", ""video_id"": ""DKcL8Wsxj_E""}",DKcL8Wsxj_E,"In the video, the protagonist talks about what will be given if you enter the discount code when checking out when purchasing a tablet in the official mall from now until March 31?","[""Infinity Boom 500 portable Bluetooth speakers"", ""Infinity Echo 350 wireless Bluetooth headphones"", ""Infinity Pulse 150 portable Bluetooth speakers"", ""Infinity Clubz 250 portable Bluetooth speakers"", ""Infinity Outrider 300 portable Bluetooth speakers"", ""Infinity Soundwave 200 portable Bluetooth speakers"", ""Infinity Sphere 100 portable Bluetooth speakers""]",Instruction & Knowledge / Text Perception,D,D,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.03637233376502991,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,Y has stronger confidence overall: higher top1/prob margin and lower entropy than X.,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has stronger confidence overall: higher top1/prob margin and lower entropy than X.""}"
